dimension_id,dimension_name,option_a_id,option_a_display,option_b_id,option_b_display,choice,confidence,reasoning,high_pole_description_a,high_pole_description_b,swap_consistent
1,Action vs. Character-Driven,37,Across the Sea of Time (1995),15,Cutthroat Island (1995),A,clear,"Option A focuses on the personal journey and character development of Tomas, making it more character-driven. Option B, on the other hand, emphasizes action and adventure, aligning it more with the action pole.",character-driven,action-oriented,True
1,Action vs. Character-Driven,36,Dead Man Walking (1995),41,Richard III (1995),A,clear,"Dead Man Walking focuses heavily on the character development of Sister Helen and Matthew, delving into their emotional and moral journeys, making it highly character-driven. Richard III, while rich in character study, also includes significant elements of political intrigue and conflict, which add an action component.",highly character-driven,moderately character-driven with action elements,False
1,Action vs. Character-Driven,26,Othello (1995),6,Heat (1995),A,clear,"Option A, 'Othello', focuses heavily on the psychological depth and character development of its protagonists, aligning closely with the high pole of the dimension. In contrast, Option B, 'Heat', while having significant character development, also features intense action sequences and a focus on the heist and pursuit plot, placing it closer to the low pole.",highly character-driven,moderately action-oriented,True
1,Action vs. Character-Driven,4,Waiting to Exhale (1995),7,Sabrina (1995),A,marginal,"Option A, 'Waiting to Exhale', focuses heavily on the personal growth and emotional journeys of its characters, making it more character-driven. Option B, 'Sabrina', also emphasizes character development but includes more comedic elements and less deep psychological exploration compared to 'Waiting to Exhale'.",strongly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,3,Grumpier Old Men (1995),6,Heat (1995),A,marginal,"Option A, 'Grumpier Old Men', focuses more on character relationships and personal growth within a comedic context, while Option B, 'Heat', emphasizes intense action sequences and a thrilling narrative. The character development in 'Grumpier Old Men' leans more towards the high pole compared to 'Heat'.",moderately character-driven,action-oriented,True
1,Action vs. Character-Driven,23,Assassins (1995),43,Restoration (1995),B,clear,"Option A, 'Assassins', focuses heavily on action-packed sequences and the rivalry between two hitmen, aligning it more closely with the low pole of the dimension. Option B, 'Restoration', emphasizes the deep character arc of Robert Merivel and explores themes of love, betrayal, and societal changes, placing it closer to the high pole.",action-oriented,character-driven,True
1,Action vs. Character-Driven,47,Seven (a.k.a. Se7en) (1995),26,Othello (1995),B,clear,"Seven focuses heavily on its plot-driven narrative and intense action sequences, though it does delve into the psychological states of its characters. Othello, on the other hand, is deeply rooted in the exploration of complex human emotions and relationships, making it more character-driven.",moderately action-driven,strongly character-driven,True
1,Action vs. Character-Driven,9,Sudden Death (1995),35,Carrington (1995),B,clear,"Option A, 'Sudden Death', is heavily focused on high-stakes action and thrilling sequences, placing it closer to the low pole. In contrast, Option B, 'Carrington', emphasizes deep character development and emotional complexity, aligning it closely with the high pole.",low pole - action-focused,high pole - character-driven,True
1,Action vs. Character-Driven,11,"American President, The (1995)",23,Assassins (1995),A,clear,"Option A, 'The American President,' focuses heavily on character development and the emotional journey of its protagonists, aligning closely with the high pole of the dimension. In contrast, Option B, 'Assassins,' emphasizes action sequences and thrills, placing it closer to the low pole.",character-driven,action-oriented,True
1,Action vs. Character-Driven,1,Toy Story (1995),2,Jumanji (1995),A,marginal,"Toy Story focuses heavily on the character development of Woody and Buzz, exploring themes of jealousy, friendship, and loyalty, placing it closer to the high pole. Jumanji, while also featuring character growth, emphasizes more on the adventurous and action-packed elements brought about by the board game, positioning it slightly towards the low pole.",character-driven with deep character arcs,more action-oriented with character development,True
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),21,Get Shorty (1995),B,marginal,"Dracula: Dead and Loving It focuses more on comedic elements and parody rather than deep character development, while Get Shorty involves more character interactions and development within its crime and comedy narrative. However, both movies lean towards lighter character-driven aspects rather than heavy action sequences.",light character-driven with comedic focus,moderate character-driven with crime narrative,True
1,Action vs. Character-Driven,14,Nixon (1995),2,Jumanji (1995),A,clear,"Option A, 'Nixon', focuses heavily on the psychological and personal journey of its titular character, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Jumanji', emphasizes action and adventure, fitting more towards the low pole of action-driven content.",highly character-driven,action-oriented,True
1,Action vs. Character-Driven,16,Casino (1995),10,GoldenEye (1995),A,clear,"Casino (1995) focuses heavily on character development and the psychological depth of its main characters, particularly Sam 'Ace' Rothstein, while GoldenEye (1995) is characterized by its intense action sequences and high-stakes thriller elements typical of the James Bond series.",character-driven,action-oriented,True
1,Action vs. Character-Driven,19,Ace Ventura: When Nature Calls (1995),28,Persuasion (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', focuses more on slapstick humor and zany antics rather than deep character development, placing it closer to the action-driven end. Option B, 'Persuasion', delves into themes of love, societal norms, and personal growth, aligning it more closely with the character-driven end.",slightly action-driven,moderately character-driven,True
1,Action vs. Character-Driven,17,Sense and Sensibility (1995),21,Get Shorty (1995),A,clear,"Option A, 'Sense and Sensibility', focuses heavily on character development and emotional depth, making it highly character-driven. Option B, 'Get Shorty', while having some character development, leans more towards plot and action, placing it closer to the action end of the spectrum.",highly character-driven,moderately action-oriented,True
1,Action vs. Character-Driven,22,Copycat (1995),18,Four Rooms (1995),A,clear,"Option A, 'Copycat', involves significant character development, particularly through the psychologist's personal struggles and growth, placing it closer to the high pole. Option B, 'Four Rooms', focuses more on quirky characters and absurd situations without deep psychological exploration, positioning it further towards the low pole.",character-driven with psychological depth,quirky and situation-focused,False
1,Action vs. Character-Driven,20,Money Train (1995),38,It Takes Two (1995),B,marginal,"Money Train (Option A) leans towards the action side with its focus on a heist and the associated suspenseful and thrilling elements, while It Takes Two (Option B) is more character-driven, emphasizing the personal growth and relationships of the characters through their experiences. However, both films incorporate elements of character development and action, making the distinction somewhat nuanced.",moderately action-oriented,more character-focused,True
1,Action vs. Character-Driven,24,Powder (1995),34,Babe (1995),A,clear,"Option A, 'Powder', focuses heavily on the character's internal journey and the relationships he forms, aligning closely with the high pole of character-driven narratives. Option B, 'Babe', also emphasizes character growth and relationships but within a more family-friendly context, making it slightly less intense in terms of psychological depth.",strongly character-driven,moderately character-driven,True
1,Action vs. Character-Driven,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",42,Dead Presidents (1995),A,clear,"Option A, 'The City of Lost Children', focuses more on character development and psychological depth within its surreal narrative, while Option B, 'Dead Presidents', leans towards action and crime elements with a more straightforward plot.",character-driven with intricate character arcs,action-oriented with crime drama elements,True
1,Action vs. Character-Driven,27,Now and Then (1995),36,Dead Man Walking (1995),B,marginal,"Both 'Now and Then' and 'Dead Man Walking' focus heavily on character development and emotional depth rather than action sequences. However, 'Dead Man Walking' delves deeper into complex moral and ethical issues, providing a richer character-driven narrative.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,25,Leaving Las Vegas (1995),17,Sense and Sensibility (1995),A,clear,"Option A, 'Leaving Las Vegas', focuses heavily on the deep psychological journey and character development of its protagonists, making it highly character-driven. Option B, 'Sense and Sensibility', also emphasizes character development but within a broader context of societal norms and relationships, still placing it on the character-driven side but slightly less intensely than Option A.",deeply character-driven,character-driven with social context,True
1,Action vs. Character-Driven,37,Across the Sea of Time (1995),48,Pocahontas (1995),A,marginal,"Option A focuses on the journey and personal growth of Tomas, emphasizing character development and emotional depth. Option B, while featuring character development, also includes elements of romance and adventure, which slightly shifts its focus away from deep character-driven narratives.",character-focused narrative,mixed character and plot-driven,False
1,Action vs. Character-Driven,41,Richard III (1995),38,It Takes Two (1995),A,clear,"Option A, 'Richard III', focuses heavily on the psychological and manipulative aspects of its main character, making it more character-driven. Option B, 'It Takes Two', while having some character development, leans more towards light-hearted comedy and action-oriented plot twists.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,47,Seven (a.k.a. Se7en) (1995),37,Across the Sea of Time (1995),B,clear,"Option A, 'Seven', contains significant action sequences and a focus on solving a mystery, placing it closer to the action pole. Option B, 'Across the Sea of Time', is a documentary with a narrative that emphasizes character development and cultural exploration, aligning it more closely with the character-driven pole.",moderately action-oriented,strongly character-driven,True
1,Action vs. Character-Driven,3,Grumpier Old Men (1995),50,"Usual Suspects, The (1995)",A,marginal,"Option A, 'Grumpier Old Men', focuses more on character relationships and personal growth within a comedic context, while Option B, 'The Usual Suspects', is primarily driven by its intricate plot and suspenseful action sequences. However, neither leans extremely towards the high pole of character-driven narratives.",moderately character-driven,slightly action-oriented,False
1,Action vs. Character-Driven,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),35,Carrington (1995),B,clear,"Twelve Monkeys incorporates elements of action and thriller genres but also focuses significantly on character development and psychological depth, making it more character-driven than purely action-oriented. In contrast, Carrington is a biographical drama centered around the personal and emotional journeys of its characters, placing it firmly at the high pole of character-driven narratives.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,49,When Night Is Falling (1995),45,To Die For (1995),A,clear,"Option A focuses heavily on the emotional journey and character development of the protagonist, aligning closely with the high pole of character-driven narratives. Option B, while also character-focused, incorporates elements of thriller and dark comedy, which slightly shifts its focus away from pure character development.",deeply character-driven,character-driven with thriller elements,True
1,Action vs. Character-Driven,39,Clueless (1995),24,Powder (1995),A,marginal,"Clueless focuses heavily on character relationships, personal growth, and emotional development, placing it closer to the high pole. Powder also emphasizes character-driven elements, particularly the protagonist's internal struggles and relationships, but leans slightly less towards deep psychological exploration compared to Clueless.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,4,Waiting to Exhale (1995),46,How to Make an American Quilt (1995),A,marginal,"Both 'Waiting to Exhale' and 'How to Make an American Quilt' focus heavily on character development and emotional journeys rather than action sequences. However, 'Waiting to Exhale' delves deeper into the personal struggles and relationships of its characters, making it slightly more character-driven.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,43,Restoration (1995),28,Persuasion (1995),A,marginal,"Both 'Restoration' and 'Persuasion' focus heavily on character development and psychological depth rather than action sequences. However, 'Restoration' delves deeper into the protagonist's transformation and the complexities of his environment, giving it a slight edge in character-driven elements.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,7,Sabrina (1995),42,Dead Presidents (1995),A,clear,"Option A, 'Sabrina', focuses heavily on character development and the emotional journey of its protagonists, aligning closely with the high pole of the dimension. In contrast, Option B, 'Dead Presidents', while it contains some character development, is more action-oriented and centers around a crime plot, placing it closer to the low pole.",character-driven with deep emotional arcs,action-oriented with some character development,True
1,Action vs. Character-Driven,9,Sudden Death (1995),14,Nixon (1995),B,clear,"Option A, 'Sudden Death', is heavily focused on high-stakes action and thrilling sequences, placing it closer to the low pole. In contrast, Option B, 'Nixon', emphasizes deep character development and psychological exploration, aligning it closely with the high pole.",low pole - action-focused,high pole - character-driven,True
1,Action vs. Character-Driven,1,Toy Story (1995),45,To Die For (1995),A,marginal,"Toy Story focuses heavily on character development and emotional arcs, particularly between Woody and Buzz, making it more character-driven. To Die For, while having complex characters, also includes elements of suspense and thriller, which slightly shifts its focus towards action.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,11,"American President, The (1995)",26,Othello (1995),A,marginal,"The American President focuses heavily on the personal and political relationships of its characters, making it highly character-driven. Othello, while rich in character development, also contains significant dramatic tension and betrayal elements that slightly reduce its focus on deep character arcs compared to The American President.",highly character-driven,character-driven with dramatic tension,False
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),1,Toy Story (1995),B,marginal,"Dracula: Dead and Loving It focuses more on comedic and satirical elements rather than deep character development, placing it closer to the action-driven side. Toy Story, while also comedic, emphasizes the emotional journey and growth of its characters, particularly Woody and Buzz, aligning it more with the character-driven pole.",slightly action-driven,moderately character-driven,True
1,Action vs. Character-Driven,13,Balto (1995),17,Sense and Sensibility (1995),B,clear,"Balto focuses on an adventurous journey with some character growth but maintains a lighter tone suitable for children, while Sense and Sensibility delves deeply into the emotional and social complexities of its characters, aligning more closely with the high pole of character-driven narratives.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,20,Money Train (1995),24,Powder (1995),B,clear,"Money Train focuses more on the action and heist elements, featuring suspense and humor, while Powder emphasizes the psychological and emotional journey of its protagonist, exploring themes of acceptance and identity.",moderately action-driven,highly character-driven,True
1,Action vs. Character-Driven,15,Cutthroat Island (1995),40,"Cry, the Beloved Country (1995)",B,clear,"Option A, 'Cutthroat Island', focuses heavily on action and adventure, featuring high-seas battles and treasure hunts, placing it closer to the low pole. Option B, 'Cry, the Beloved Country', emphasizes deep character development and explores complex social issues, aligning it closely with the high pole.",near the low pole,near the high pole,True
1,Action vs. Character-Driven,19,Ace Ventura: When Nature Calls (1995),49,When Night Is Falling (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', focuses heavily on slapstick humor and zany antics, which places it closer to the action-driven end of the spectrum. Option B, 'When Night Is Falling', centers around character development and emotional depth, aligning it more closely with the character-driven pole.",slightly action-driven,strongly character-driven,True
1,Action vs. Character-Driven,16,Casino (1995),34,Babe (1995),A,clear,"Casino (1995) focuses heavily on character development and the psychological depth of its main characters, particularly Sam 'Ace' Rothstein, making it more character-driven. In contrast, Babe (1995), while having emotional depth, is primarily aimed at children and focuses more on a heartwarming story and less on complex character arcs.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,23,Assassins (1995),37,Across the Sea of Time (1995),B,marginal,"Option A, 'Assassins', is an action-packed thriller with a focus on high-stakes sequences and rivalry between characters, placing it closer to the low pole. Option B, 'Across the Sea of Time', while having some character development, primarily focuses on visual storytelling and historical narrative, leaning slightly towards the high pole but not strongly.",near the low pole,slightly towards the high pole,True
1,Action vs. Character-Driven,39,Clueless (1995),34,Babe (1995),A,marginal,"Clueless focuses heavily on character development and relationships, making it more character-driven. Babe also emphasizes character growth and emotional depth but through a different lens, focusing on a young pig's journey and interactions with other animals.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,31,Dangerous Minds (1995),6,Heat (1995),A,clear,"Dangerous Minds focuses heavily on character development and the personal growth of both the teacher and her students, aligning closely with the high pole. In contrast, Heat emphasizes intense action sequences and a thrilling narrative, placing it closer to the low pole.",character-driven,action-oriented,True
1,Action vs. Character-Driven,22,Copycat (1995),43,Restoration (1995),B,clear,"Option A, 'Copycat', while containing elements of psychological depth due to its focus on a criminal psychologist, still leans towards action and thriller elements with its serial killer plot. Option B, 'Restoration', focuses heavily on the character arc of Robert Merivel, exploring themes of love, betrayal, and power, making it more character-driven.",moderately action-oriented,strongly character-driven,True
1,Action vs. Character-Driven,3,Grumpier Old Men (1995),15,Cutthroat Island (1995),A,clear,"Option A, 'Grumpier Old Men', focuses more on character relationships and personal growth, particularly in the context of aging and friendship, placing it closer to the high pole. Option B, 'Cutthroat Island', emphasizes action and adventure, aligning it more closely with the low pole.",character-driven comedy,action-packed adventure,True
1,Action vs. Character-Driven,25,Leaving Las Vegas (1995),33,Wings of Courage (1995),A,clear,"Option A, 'Leaving Las Vegas', focuses heavily on the psychological and emotional journeys of its characters, making it highly character-driven. Option B, 'Wings of Courage', while it contains elements of character development, also includes significant adventure and action sequences related to aviation, placing it less towards the character-driven end.",deeply character-driven,moderately character-driven with action elements,True
1,Action vs. Character-Driven,27,Now and Then (1995),46,How to Make an American Quilt (1995),B,marginal,"Both 'Now and Then' and 'How to Make an American Quilt' focus heavily on character development and emotional journeys rather than action sequences. However, 'How to Make an American Quilt' leans slightly more into deep character introspection and personal growth narratives, making it marginally more character-driven.",moderately character-driven,slightly more character-driven,True
1,Action vs. Character-Driven,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",37,Across the Sea of Time (1995),A,clear,"Option A, 'The City of Lost Children', while visually rich and surreal, focuses significantly on character development and emotional depth, placing it closer to the high pole. Option B, 'Across the Sea of Time', though it includes dramatic elements, leans more towards documentary style and less on deep character arcs, positioning it slightly further from the high pole.",character-driven with deep psychological exploration,less character-driven with documentary elements,False
1,Action vs. Character-Driven,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),25,Leaving Las Vegas (1995),B,clear,"Twelve Monkeys includes elements of action and thriller but is primarily focused on its complex narrative and character development, placing it closer to the high pole than a typical action movie. Leaving Las Vegas, however, is deeply rooted in character-driven storytelling, exploring themes of addiction and human connection, making it even more aligned with the high pole.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,41,Richard III (1995),10,GoldenEye (1995),A,clear,"Option A, 'Richard III', focuses heavily on the psychological and political machinations of its central character, aligning closely with the character-driven end of the spectrum. In contrast, Option B, 'GoldenEye', emphasizes high-stakes action sequences and thrilling chases, placing it firmly at the action-driven end.",character-driven,action-driven,True
1,Action vs. Character-Driven,4,Waiting to Exhale (1995),22,Copycat (1995),A,clear,"Option A, 'Waiting to Exhale', focuses heavily on the personal growth and relationships of its characters, aligning closely with the character-driven end of the spectrum. In contrast, Option B, 'Copycat', while having some character development, is more centered around the suspenseful and action-oriented plot of hunting a serial killer.",strongly character-driven,moderately character-driven with significant action elements,True
1,Action vs. Character-Driven,36,Dead Man Walking (1995),16,Casino (1995),A,clear,"Dead Man Walking focuses heavily on the character development of Sister Helen Prejean and Matthew Poncelet, exploring their emotional and moral journeys, placing it closer to the high pole. In contrast, Casino, while rich in character development, also includes significant action and crime elements, positioning it slightly further towards the low pole.",strongly character-driven,moderately character-driven with notable action elements,False
1,Action vs. Character-Driven,47,Seven (a.k.a. Se7en) (1995),11,"American President, The (1995)",B,clear,"Seven (Se7en) focuses heavily on its plot-driven narrative and intense action sequences, though it also delves into character psychology. In contrast, The American President centers around the personal and political growth of its characters, with less emphasis on action.",moderately action-focused with some character depth,strongly character-driven with minimal action,True
1,Action vs. Character-Driven,44,Mortal Kombat (1995),9,Sudden Death (1995),B,marginal,"Mortal Kombat (1995) focuses heavily on action sequences and combat, aligning it closer to the low pole. Sudden Death (1995), while also an action film, includes some character development and personal stakes, placing it slightly higher on the character-driven scale.",low on character-driven,slightly more character-driven,False
1,Action vs. Character-Driven,48,Pocahontas (1995),45,To Die For (1995),A,marginal,"Pocahontas focuses heavily on character development and relationships, particularly the growth of its titular character, placing it closer to the high pole. To Die For, while it has significant character-driven elements, also contains more plot-driven actions and suspenseful events, positioning it slightly away from the high pole compared to Pocahontas.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,50,"Usual Suspects, The (1995)",31,Dangerous Minds (1995),A,marginal,"The Usual Suspects focuses heavily on its intricate plot and character revelations, aligning it more closely with the character-driven end of the spectrum. In contrast, Dangerous Minds centers around the personal growth and transformation of both the teacher and her students, also leaning towards the character-driven side but with a stronger emphasis on social issues and inspirational narrative.",character-focused with complex plot twists,inspirational character development,False
1,Action vs. Character-Driven,13,Balto (1995),50,"Usual Suspects, The (1995)",A,clear,"Balto focuses more on character development and emotional journeys, aligning it closer to the high pole. In contrast, The Usual Suspects emphasizes plot twists and suspense, placing it closer to the low pole.",character-driven with emotional arcs,plot-driven with suspense,False
1,Action vs. Character-Driven,5,Father of the Bride Part II (1995),29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",A,marginal,"Option A focuses on the personal and familial relationships and the emotional journey of the characters, particularly George Banks, making it more character-driven. Option B, while having elements of character development, is more focused on its unique and fantastical plot, including the mad scientist's actions and the strongman's quest, which leans it slightly towards being action-oriented.",moderately character-driven,slightly action-oriented,False
1,Action vs. Character-Driven,7,Sabrina (1995),37,Across the Sea of Time (1995),A,clear,"Option A, 'Sabrina', focuses heavily on character development and the emotional journey of its protagonist, aligning closely with the high pole of the dimension. Option B, 'Across the Sea of Time', while touching on personal stories, is primarily a documentary with less emphasis on deep character arcs compared to 'Sabrina'.",character-driven with intricate character arcs,less character-driven with some personal narrative,False
1,Action vs. Character-Driven,12,Dracula: Dead and Loving It (1995),5,Father of the Bride Part II (1995),B,marginal,"Option A, 'Dracula: Dead and Loving It', focuses more on comedic and action-oriented elements rather than deep character development. Option B, 'Father of the Bride Part II', leans more towards character-driven comedy, exploring the personal growth and relationships within the family. However, both movies are primarily focused on entertainment through humor rather than deep psychological exploration.",low on character-driven,moderately character-driven,True
1,Action vs. Character-Driven,2,Jumanji (1995),38,It Takes Two (1995),B,marginal,"Option A, 'Jumanji', includes elements of adventure and danger that require action and survival, placing it closer to the action-driven side. Option B, 'It Takes Two', focuses more on the characters' personal growth and relationships, aligning it more with the character-driven end of the spectrum.",moderately action-driven,more character-driven,True
1,Action vs. Character-Driven,14,Nixon (1995),47,Seven (a.k.a. Se7en) (1995),A,clear,"Option A, 'Nixon', focuses heavily on the psychological and personal journey of its titular character, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Seven', while having some character development, is primarily driven by its intense plot and action sequences, placing it closer to the low pole of action-driven narratives.",highly character-driven,moderately action-driven,True
1,Action vs. Character-Driven,18,Four Rooms (1995),5,Father of the Bride Part II (1995),B,marginal,"Four Rooms focuses more on quirky characters and absurd situations, leaning towards character-driven elements but with a comedic and chaotic narrative. Father of the Bride Part II centers around the personal journey and emotional growth of its main character, George Banks, making it more character-driven with a focus on family dynamics and personal development.",moderately character-driven,more character-driven,True
1,Action vs. Character-Driven,20,Money Train (1995),33,Wings of Courage (1995),B,marginal,"Option A, Money Train, focuses more on action and heist elements with some character interaction, while Option B, Wings of Courage, emphasizes character development and historical exploration. Although both have elements of character-driven narratives, Wings of Courage leans more towards deep character arcs and psychological depth.",moderately action-oriented,more character-focused,True
1,Action vs. Character-Driven,19,Ace Ventura: When Nature Calls (1995),31,Dangerous Minds (1995),B,clear,"Option A, 'Ace Ventura: When Nature Calls', focuses more on slapstick humor and zany antics rather than deep character development, placing it closer to the action-driven end. Option B, 'Dangerous Minds', delves into themes of education, race, and empowerment, emphasizing character growth and psychological depth, positioning it closer to the character-driven end.",slapstick humor and zany antics,character growth and psychological depth,True
1,Action vs. Character-Driven,28,Persuasion (1995),23,Assassins (1995),A,clear,"Persuasion (1995) focuses heavily on character development and emotional depth, aligning closely with the high pole of the dimension. In contrast, Assassins (1995) emphasizes action sequences and thrills, placing it closer to the low pole.",highly character-driven,action-oriented,True
1,Action vs. Character-Driven,27,Now and Then (1995),11,"American President, The (1995)",A,marginal,"Both 'Now and Then' and 'The American President' focus heavily on character development and relationships rather than action sequences. However, 'Now and Then' delves deeper into the emotional and psychological growth of its characters over time, giving it a slight edge in character-driven content.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,23,Assassins (1995),40,"Cry, the Beloved Country (1995)",B,clear,"Option A, 'Assassins', focuses heavily on action sequences and the conflict between rival assassins, aligning it more closely with the low pole of the dimension. In contrast, Option B, 'Cry, the Beloved Country', emphasizes deep character development and explores complex themes through its narrative, placing it closer to the high pole.",action-oriented,character-driven,True
1,Action vs. Character-Driven,26,Othello (1995),46,How to Make an American Quilt (1995),A,clear,"Option A, 'Othello', focuses heavily on character dynamics, betrayal, and psychological depth, aligning closely with the high pole. Option B, 'How to Make an American Quilt', also emphasizes character development and personal growth but within a more serene and reflective context.",strongly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),13,Balto (1995),A,clear,"Twelve Monkeys focuses heavily on character development and psychological depth, exploring themes of time travel and mental instability. Balto, while having character growth, is more straightforward in its storytelling and focuses on adventure and action.",character-driven with psychological depth,action-oriented with character growth,False
1,Action vs. Character-Driven,3,Grumpier Old Men (1995),9,Sudden Death (1995),A,clear,"Option A, 'Grumpier Old Men', focuses more on character relationships and personal growth, particularly in the context of aging and friendship, placing it closer to the high pole. Option B, 'Sudden Death', is an action-packed thriller with high-stakes scenarios, aligning it closely with the low pole.",character-driven comedy,action-packed thriller,True
1,Action vs. Character-Driven,41,Richard III (1995),11,"American President, The (1995)",A,clear,"Option A, 'Richard III', focuses heavily on the psychological and manipulative aspects of its central character, making it more character-driven. Option B, 'The American President', also emphasizes character development but includes elements of romance and political drama that slightly shift its focus away from deep psychological exploration.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),33,Wings of Courage (1995),A,clear,"Shanghai Triad focuses heavily on the psychological journey and character development of its protagonist, making it more character-driven. In contrast, Wings of Courage, while having elements of character development, also includes significant adventure and romance elements that lean slightly towards action and less towards deep character exploration.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,39,Clueless (1995),1,Toy Story (1995),A,marginal,"Clueless focuses heavily on character development and relationships, making it more character-driven. Toy Story also emphasizes character growth and relationships but includes more action-oriented sequences and adventures, placing it slightly less on the character-driven end compared to Clueless.",highly character-driven,moderately character-driven,False
1,Action vs. Character-Driven,42,Dead Presidents (1995),34,Babe (1995),B,clear,"Option A, 'Dead Presidents', includes elements of action and crime but also delves into character development and societal issues, placing it somewhat towards the middle but slightly favoring the character-driven side. Option B, 'Babe', focuses heavily on character growth and emotional depth, aligning it more closely with the high pole of the dimension.",moderately character-driven,strongly character-driven,True
1,Action vs. Character-Driven,35,Carrington (1995),1,Toy Story (1995),A,clear,"Option A, 'Carrington', focuses heavily on the complex relationship and personal growth of its characters, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Toy Story', while it does explore themes of friendship and loyalty, is primarily driven by its adventurous plot and action sequences, placing it closer to the low pole of action-driven narratives.",highly character-driven,moderately action-driven,True
1,Action vs. Character-Driven,36,Dead Man Walking (1995),12,Dracula: Dead and Loving It (1995),A,clear,"Option A, 'Dead Man Walking', focuses heavily on character development and the exploration of complex themes such as redemption and justice, placing it closer to the high pole. In contrast, Option B, 'Dracula: Dead and Loving It', is a comedy-horror spoof that prioritizes slapstick humor and action over deep character development, positioning it closer to the low pole.",highly character-driven,action-oriented,True
1,Action vs. Character-Driven,48,Pocahontas (1995),50,"Usual Suspects, The (1995)",A,clear,"Pocahontas focuses heavily on character development and relationships, particularly the personal growth of its titular character. In contrast, The Usual Suspects is more plot-driven, with a complex narrative that prioritizes mystery and suspense over deep character exploration.",character-focused,plot-focused,False
1,Action vs. Character-Driven,4,Waiting to Exhale (1995),44,Mortal Kombat (1995),A,clear,"Option A, 'Waiting to Exhale', focuses heavily on the personal growth and relationships of its characters, aligning closely with the high pole of character-driven narratives. In contrast, Option B, 'Mortal Kombat', emphasizes action-packed sequences and combat, placing it firmly at the low pole of action-driven content.",highly character-driven,highly action-driven,True
1,Action vs. Character-Driven,6,Heat (1995),50,"Usual Suspects, The (1995)",A,clear,"Heat (1995) focuses significantly on the development of its main characters, particularly the dynamic between the thief and the detective, placing it closer to the high pole. In contrast, The Usual Suspects is more plot-driven, with less emphasis on character development and more on the mystery and suspense, positioning it closer to the low pole.",character-focused,plot-focused,False
1,Action vs. Character-Driven,43,Restoration (1995),12,Dracula: Dead and Loving It (1995),A,clear,"Option A, 'Restoration', focuses heavily on the character arc of Robert Merivel, exploring themes of love, betrayal, and the complexities of power, aligning it closely with the high pole of character-driven narratives. In contrast, Option B, 'Dracula: Dead and Loving It', is a comedy-horror film that prioritizes slapstick humor and action over deep character development, placing it closer to the low pole.",character-focused drama,action-oriented comedy,True
1,Action vs. Character-Driven,49,When Night Is Falling (1995),46,How to Make an American Quilt (1995),A,marginal,"Both films focus heavily on character development and emotional journeys rather than action sequences, placing them both towards the high pole. However, 'When Night Is Falling' seems slightly more focused on the personal growth and internal conflicts of its protagonist compared to 'How to Make an American Quilt', which is more about collective storytelling and intergenerational wisdom.",strong character development,collective character insights,False
1,Action vs. Character-Driven,8,Tom and Huck (1995),12,Dracula: Dead and Loving It (1995),A,clear,"Option A, 'Tom and Huck', focuses more on the development of the characters' friendship and their experiences, aligning it more with the character-driven end of the spectrum. Option B, 'Dracula: Dead and Loving It', while having some character moments, is primarily driven by its comedic and action-oriented plot elements, placing it closer to the action-driven end.",character development-focused,action and comedy-focused,True
1,Action vs. Character-Driven,7,Sabrina (1995),47,Seven (a.k.a. Se7en) (1995),A,clear,"Option A, 'Sabrina', focuses heavily on character development and the emotional journey of its protagonist, aligning closely with the high pole of the dimension. In contrast, Option B, 'Seven', while having some character development, is primarily driven by its intense plot and action sequences, placing it closer to the low pole.",character-driven with deep emotional arcs,action-oriented with psychological elements,False
