row_id,movie_id,title,genres,plot_summary,director,stars,text,rating_count
2026,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,"Based on J.R.R. Tolkien's epic fantasy novel, this animated film tells the story of Frodo Baggins and his quest to destroy the One Ring. Directed by Ralph Bakshi, the movie captures the dark and mystical world of Middle-earth as Frodo and his companions face numerous challenges on their journey. With its unique animation style and powerful storytelling, The Lord of the Rings remains a classic adaptation of Tolkien's work.",Ralph Bakshi,"Christopher Guard, William Squire, Michael Scholes","Movie for preference modeling. Title: Lord of the Rings, The (1978). Genres: Adventure|Animation|Children|Fantasy. Director: Ralph Bakshi. Stars: Christopher Guard, William Squire, Michael Scholes. Plot summary: Based on J.R.R. Tolkien's epic fantasy novel, this animated film tells the story of Frodo Baggins and his quest to destroy the One Ring. Directed by Ralph Bakshi, the movie captures the dark and mystical world of Middle-earth as Frodo and his companions face numerous challenges on their journey. With its unique animation style and powerful storytelling, The Lord of the Rings remains a classic adaptation of Tolkien's work.",5621
12057,57274,[REC] (2007),Drama|Horror|Thriller,"[REC] is a Spanish found-footage horror film that follows a television reporter and her crew as they document the night shift at a local fire station. The routine assignment takes a terrifying turn when they become trapped inside a quarantined building with a deadly virus spreading rapidly. Directed by Jaume Balagueró and Paco Plaza, the film unfolds in real-time, creating a sense of urgency and claustrophobia. With its intense atmosphere, suspenseful pacing, and innovative storytelling technique, [REC] delivers a chilling and immersive horror experience.","Jaume Balagueró, Paco Plaza","Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano","Movie for preference modeling. Title: [REC] (2007). Genres: Drama|Horror|Thriller. Director: Jaume Balagueró, Paco Plaza. Stars: Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano. Plot summary: [REC] is a Spanish found-footage horror film that follows a television reporter and her crew as they document the night shift at a local fire station. The routine assignment takes a terrifying turn when they become trapped inside a quarantined building with a deadly virus spreading rapidly. Directed by Jaume Balagueró and Paco Plaza, the film unfolds in real-time, creating a sense of urgency and claustrophobia. With its intense atmosphere, suspenseful pacing, and innovative storytelling technique, [REC] delivers a chilling and immersive horror experience.",2994
2695,2787,Cat's Eye (1985),Horror,"Cat's Eye is a horror anthology film based on the works of Stephen King. The film follows a stray cat that becomes a link between three stories of supernatural occurrences. Each story involves the cat in some way, leading to chilling and suspenseful events. Directed by Lewis Teague, Cat's Eye weaves together tales of terror, including a man forced into a dangerous bet, a young girl pursued by a malevolent troll, and a woman seeking help from a mysterious agency. The film explores themes of fear, fate, and the unknown.",Lewis Teague,"Drew Barrymore, James Woods, Alan King","Movie for preference modeling. Title: Cat's Eye (1985). Genres: Horror. Director: Lewis Teague. Stars: Drew Barrymore, James Woods, Alan King. Plot summary: Cat's Eye is a horror anthology film based on the works of Stephen King. The film follows a stray cat that becomes a link between three stories of supernatural occurrences. Each story involves the cat in some way, leading to chilling and suspenseful events. Directed by Lewis Teague, Cat's Eye weaves together tales of terror, including a man forced into a dangerous bet, a young girl pursued by a malevolent troll, and a woman seeking help from a mysterious agency. The film explores themes of fear, fate, and the unknown.",1271
463,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,"The Englishman Who Went Up a Hill But Came Down a Mountain is a comedy-drama set in Wales, where the local community takes pride in their 'mountain.' When two English cartographers visit the town and measure the 'mountain' as a hill, the villagers unite to ensure their landmark retains its status. Directed by Christopher Monger, the film celebrates community spirit and the power of collective action. The top stars in the movie include Hugh Grant, Tara Fitzgerald, and Colm Meaney.",Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney","Movie for preference modeling. Title: Englishman Who Went Up a Hill But Came Down a Mountain, The (1995). Genres: Comedy|Romance. Director: Christopher Monger. Stars: Hugh Grant, Tara Fitzgerald, Colm Meaney. Plot summary: The Englishman Who Went Up a Hill But Came Down a Mountain is a comedy-drama set in Wales, where the local community takes pride in their 'mountain.' When two English cartographers visit the town and measure the 'mountain' as a hill, the villagers unite to ensure their landmark retains its status. Directed by Christopher Monger, the film celebrates community spirit and the power of collective action. The top stars in the movie include Hugh Grant, Tara Fitzgerald, and Colm Meaney.",7444
5765,5876,"Quiet American, The (2002)",Drama|Thriller|War,"Set in 1952 Saigon, the movie follows a British journalist who becomes entangled in a love triangle with an American aid worker and a Vietnamese woman. As the journalist uncovers the truth behind the aid worker's motives, he is forced to confront his own moral dilemmas amidst the backdrop of the Vietnam War. Directed by Phillip Noyce, this drama explores themes of love, betrayal, and the impact of foreign intervention on a war-torn country.",Phillip Noyce,"Michael Caine, Brendan Fraser, Do Thi Hai Yen","Movie for preference modeling. Title: Quiet American, The (2002). Genres: Drama|Thriller|War. Director: Phillip Noyce. Stars: Michael Caine, Brendan Fraser, Do Thi Hai Yen. Plot summary: Set in 1952 Saigon, the movie follows a British journalist who becomes entangled in a love triangle with an American aid worker and a Vietnamese woman. As the journalist uncovers the truth behind the aid worker's motives, he is forced to confront his own moral dilemmas amidst the backdrop of the Vietnam War. Directed by Phillip Noyce, this drama explores themes of love, betrayal, and the impact of foreign intervention on a war-torn country.",1925
1355,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,"In 'Mars Attacks!', Earth faces an invasion from violent Martians who seem unstoppable. The President and a disparate group of characters must find a way to defeat the aliens before humanity is wiped out. The film is a satirical take on alien invasion movies, blending dark humor with sci-fi action.",Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker","Movie for preference modeling. Title: Mars Attacks! (1996). Genres: Action|Comedy|Sci-Fi. Director: Tim Burton. Stars: Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker. Plot summary: In 'Mars Attacks!', Earth faces an invasion from violent Martians who seem unstoppable. The President and a disparate group of characters must find a way to defeat the aliens before humanity is wiped out. The film is a satirical take on alien invasion movies, blending dark humor with sci-fi action.",20793
1860,1949,"Man for All Seasons, A (1966)",Drama,"The film portrays the life of Sir Thomas More, a devout Catholic who faces a moral dilemma when he refuses to endorse King Henry VIII's divorce and break with the Catholic Church. More's unwavering principles lead to a dramatic clash with the king.",Fred Zinnemann,"Paul Scofield, Wendy Hiller, Leo McKern","Movie for preference modeling. Title: Man for All Seasons, A (1966). Genres: Drama. Director: Fred Zinnemann. Stars: Paul Scofield, Wendy Hiller, Leo McKern. Plot summary: The film portrays the life of Sir Thomas More, a devout Catholic who faces a moral dilemma when he refuses to endorse King Henry VIII's divorce and break with the Catholic Church. More's unwavering principles lead to a dramatic clash with the king.",2374
8147,8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,"'Cellular' follows the story of a young man who receives a random phone call from a kidnapped woman. With only a cell phone and a limited battery life, he races against time to save her before it's too late. The film is a tense thriller that explores the power of communication and the lengths one will go to help a stranger in need.",David R. Ellis,"Kim Basinger, Chris Evans, Jason Statham","Movie for preference modeling. Title: Cellular (2004). Genres: Action|Crime|Drama|Mystery|Thriller. Director: David R. Ellis. Stars: Kim Basinger, Chris Evans, Jason Statham. Plot summary: 'Cellular' follows the story of a young man who receives a random phone call from a kidnapped woman. With only a cell phone and a limited battery life, he races against time to save her before it's too late. The film is a tense thriller that explores the power of communication and the lengths one will go to help a stranger in need.",1951
7694,8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,"In this animated adventure, master thief Lupin III and his partner Jigen travel to the small European country of Cagliostro to investigate counterfeit money. As they unravel the mystery surrounding the enigmatic Count and his beautiful captive, Lupin must outwit his adversaries and uncover the truth behind the legendary treasure of Cagliostro. The film is a thrilling caper filled with action, intrigue, and humor.",Hayao Miyazaki,"Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi","Movie for preference modeling. Title: Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979). Genres: Action|Adventure|Animation|Comedy|Crime|Mystery. Director: Hayao Miyazaki. Stars: Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi. Plot summary: In this animated adventure, master thief Lupin III and his partner Jigen travel to the small European country of Cagliostro to investigate counterfeit money. As they unravel the mystery surrounding the enigmatic Count and his beautiful captive, Lupin must outwit his adversaries and uncover the truth behind the legendary treasure of Cagliostro. The film is a thrilling caper filled with action, intrigue, and humor.",1644
10238,37384,Waiting... (2005),Comedy,"Waiting... is a comedy film set in a restaurant and follows the lives of the staff as they navigate the challenges of their work and personal relationships. Directed by Rob McKittrick, the movie provides a humorous and insightful look into the world of food service and the dynamics among the employees.",Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long","Movie for preference modeling. Title: Waiting... (2005). Genres: Comedy. Director: Rob McKittrick. Stars: Ryan Reynolds, Anna Faris, Justin Long. Plot summary: Waiting... is a comedy film set in a restaurant and follows the lives of the staff as they navigate the challenges of their work and personal relationships. Directed by Rob McKittrick, the movie provides a humorous and insightful look into the world of food service and the dynamics among the employees.",1771
250,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,"'Interview with the Vampire' chronicles the journey of a vampire as he recounts his centuries-long existence to a journalist. The film delves into themes of immortality, loneliness, and the moral complexities of eternal life, exploring the dark and haunting world of vampires.",Neil Jordan,"Tom Cruise, Brad Pitt, Kirsten Dunst","Movie for preference modeling. Title: Interview with the Vampire: The Vampire Chronicles (1994). Genres: Drama|Horror. Director: Neil Jordan. Stars: Tom Cruise, Brad Pitt, Kirsten Dunst. Plot summary: 'Interview with the Vampire' chronicles the journey of a vampire as he recounts his centuries-long existence to a journalist. The film delves into themes of immortality, loneliness, and the moral complexities of eternal life, exploring the dark and haunting world of vampires.",31756
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,"'Burnt by the Sun' is a Russian drama set during Joseph Stalin's Great Purge in the 1930s. The film follows a former Red Army officer enjoying a peaceful summer with his family at their dacha, only to have their idyllic life disrupted by a mysterious visitor from the past. Secrets, betrayal, and political intrigue unfold against the backdrop of a sunny day turned dark.",Nikita Mikhalkov,"Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov","Movie for preference modeling. Title: Burnt by the Sun (Utomlyonnye solntsem) (1994). Genres: Drama. Director: Nikita Mikhalkov. Stars: Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov. Plot summary: 'Burnt by the Sun' is a Russian drama set during Joseph Stalin's Great Purge in the 1930s. The film follows a former Red Army officer enjoying a peaceful summer with his family at their dacha, only to have their idyllic life disrupted by a mysterious visitor from the past. Secrets, betrayal, and political intrigue unfold against the backdrop of a sunny day turned dark.",1994
2930,3022,"General, The (1926)",Comedy|War,"The General, directed by and starring Buster Keaton, is a silent comedy film set during the American Civil War. Keaton plays a train engineer who embarks on a daring mission to rescue his beloved locomotive, The General, and his girlfriend. The movie is renowned for its innovative stunts, physical comedy, and impressive train sequences. The General is a timeless classic of silent cinema.",Buster Keaton,"Buster Keaton, Marion Mack, Glen Cavender","Movie for preference modeling. Title: General, The (1926). Genres: Comedy|War. Director: Buster Keaton. Stars: Buster Keaton, Marion Mack, Glen Cavender. Plot summary: The General, directed by and starring Buster Keaton, is a silent comedy film set during the American Civil War. Keaton plays a train engineer who embarks on a daring mission to rescue his beloved locomotive, The General, and his girlfriend. The movie is renowned for its innovative stunts, physical comedy, and impressive train sequences. The General is a timeless classic of silent cinema.",3094
12184,58293,"10,000 BC (2008)",Adventure|Romance|Thriller,"10,000 BC is an epic adventure film set in prehistoric times that follows a young hunter as he embarks on a perilous journey to save his tribe from a powerful enemy. Filled with breathtaking visuals and epic battles, the movie immerses viewers in a world of ancient civilizations and mythical creatures. Directed with grandeur and spectacle, the film captures the awe and wonder of a bygone era, blending history and fantasy in a thrilling narrative. The top 3 starring actors deliver heroic performances that evoke the bravery and resilience of their characters in the face of overwhelming odds.",Unknown,"Actor X, Actress Y, Actor Z","Movie for preference modeling. Title: 10,000 BC (2008). Genres: Adventure|Romance|Thriller. Director: Unknown. Stars: Actor X, Actress Y, Actor Z. Plot summary: 10,000 BC is an epic adventure film set in prehistoric times that follows a young hunter as he embarks on a perilous journey to save his tribe from a powerful enemy. Filled with breathtaking visuals and epic battles, the movie immerses viewers in a world of ancient civilizations and mythical creatures. Directed with grandeur and spectacle, the film captures the awe and wonder of a bygone era, blending history and fantasy in a thrilling narrative. The top 3 starring actors deliver heroic performances that evoke the bravery and resilience of their characters in the face of overwhelming odds.",3119
3344,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,"'Teenage Mutant Ninja Turtles II: The Secret of the Ooze' continues the adventures of the turtles as they face new threats from the mutated creatures created by the evil scientist. Directed by Michael Pressman, this sequel stars Paige Turco, David Warner, and Michelan Sisti.",Michael Pressman,"Paige Turco, David Warner, Michelan Sisti","Movie for preference modeling. Title: Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991). Genres: Action|Children|Fantasy. Director: Michael Pressman. Stars: Paige Turco, David Warner, Michelan Sisti. Plot summary: 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze' continues the adventures of the turtles as they face new threats from the mutated creatures created by the evil scientist. Directed by Michael Pressman, this sequel stars Paige Turco, David Warner, and Michelan Sisti.",3027
8104,8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"'Bill Cosby, Himself' is a filmed version of Bill Cosby's stand-up comedy performance, showcasing his humor, storytelling abilities, and observational wit. Directed by Bill Cosby himself, this concert film captures Cosby's iconic routines on family life, parenting, and everyday situations, drawing laughs from audiences with his relatable and insightful comedy. With Cosby's charismatic stage presence and timeless humor, 'Bill Cosby, Himself' remains a beloved classic in the world of stand-up comedy.",Bill Cosby,Bill Cosby,"Movie for preference modeling. Title: Bill Cosby, Himself (1983). Genres: Comedy|Documentary. Director: Bill Cosby. Stars: Bill Cosby. Plot summary: 'Bill Cosby, Himself' is a filmed version of Bill Cosby's stand-up comedy performance, showcasing his humor, storytelling abilities, and observational wit. Directed by Bill Cosby himself, this concert film captures Cosby's iconic routines on family life, parenting, and everyday situations, drawing laughs from audiences with his relatable and insightful comedy. With Cosby's charismatic stage presence and timeless humor, 'Bill Cosby, Himself' remains a beloved classic in the world of stand-up comedy.",1246
7660,8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,"'*batteries not included' is a heartwarming sci-fi tale of tiny alien spacecraft that come to the aid of residents in a struggling New York apartment building. Through their magical intervention, the tenants rediscover hope, love, and the power of community.",Matthew Robbins,"Hume Cronyn, Jessica Tandy, Frank McRae","Movie for preference modeling. Title: *batteries not included (1987). Genres: Children|Comedy|Fantasy|Sci-Fi. Director: Matthew Robbins. Stars: Hume Cronyn, Jessica Tandy, Frank McRae. Plot summary: '*batteries not included' is a heartwarming sci-fi tale of tiny alien spacecraft that come to the aid of residents in a struggling New York apartment building. Through their magical intervention, the tenants rediscover hope, love, and the power of community.",2008
1,2,Jumanji (1995),Adventure|Children|Fantasy,"In 'Jumanji', a magical board game unleashes a world of adventure and chaos when two siblings discover it in an old mansion. Every roll of the dice leads to unpredictable and dangerous events that must be faced in order to finish the game and set things right. As the game's jungle-themed challenges come to life, the players must work together to survive and outsmart the game's traps. With time running out and the stakes high, they must find a way to win before they are trapped in the game forever.",Joe Johnston,"Robin Williams, Kirsten Dunst, Bonnie Hunt","Movie for preference modeling. Title: Jumanji (1995). Genres: Adventure|Children|Fantasy. Director: Joe Johnston. Stars: Robin Williams, Kirsten Dunst, Bonnie Hunt. Plot summary: In 'Jumanji', a magical board game unleashes a world of adventure and chaos when two siblings discover it in an old mansion. Every roll of the dice leads to unpredictable and dangerous events that must be faced in order to finish the game and set things right. As the game's jungle-themed challenges come to life, the players must work together to survive and outsmart the game's traps. With time running out and the stakes high, they must find a way to win before they are trapped in the game forever.",28904
1035,1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,"In this modern adaptation of the classic Shakespearean tragedy, Romeo and Juliet fall in love amidst the ongoing feud between their families, the Montagues and Capulets. Director Baz Luhrmann brings a visually stunning and vibrant take on the timeless tale, set in a contemporary urban backdrop. The film explores themes of love, violence, and the consequences of feuding families. Leonardo DiCaprio and Claire Danes shine in the lead roles, capturing the passion and tragedy of the iconic lovers.",Baz Luhrmann,"Leonardo DiCaprio, Claire Danes, John Leguizamo","Movie for preference modeling. Title: William Shakespeare's Romeo + Juliet (1996). Genres: Drama|Romance. Director: Baz Luhrmann. Stars: Leonardo DiCaprio, Claire Danes, John Leguizamo. Plot summary: In this modern adaptation of the classic Shakespearean tragedy, Romeo and Juliet fall in love amidst the ongoing feud between their families, the Montagues and Capulets. Director Baz Luhrmann brings a visually stunning and vibrant take on the timeless tale, set in a contemporary urban backdrop. The film explores themes of love, violence, and the consequences of feuding families. Leonardo DiCaprio and Claire Danes shine in the lead roles, capturing the passion and tragedy of the iconic lovers.",12161
7257,7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,"The Whole Ten Yards (2004) is a comedy film and a sequel to The Whole Nine Yards. Directed by Howard Deutch, the movie follows the misadventures of hitman Jimmy 'The Tulip' Tudeski and his neighbor, Oz Oseransky, as they get caught up in a new criminal scheme. The top 3 starring actors in the movie are Bruce Willis, Matthew Perry, and Natasha Henstridge.",Howard Deutch,"Bruce Willis, Matthew Perry, Natasha Henstridge","Movie for preference modeling. Title: Whole Ten Yards, The (2004). Genres: Action|Comedy|Crime. Director: Howard Deutch. Stars: Bruce Willis, Matthew Perry, Natasha Henstridge. Plot summary: The Whole Ten Yards (2004) is a comedy film and a sequel to The Whole Nine Yards. Directed by Howard Deutch, the movie follows the misadventures of hitman Jimmy 'The Tulip' Tudeski and his neighbor, Oz Oseransky, as they get caught up in a new criminal scheme. The top 3 starring actors in the movie are Bruce Willis, Matthew Perry, and Natasha Henstridge.",1414
5830,5941,Drumline (2002),Comedy|Drama|Musical|Romance,"A talented drummer from Harlem enrolls in a Southern university's marching band, where he clashes with the band director but ultimately helps the team reach new heights. Directed by Charles Stone III, the film showcases the competitive world of college marching bands.",Charles Stone III,"Nick Cannon, Zoe Saldana, Orlando Jones","Movie for preference modeling. Title: Drumline (2002). Genres: Comedy|Drama|Musical|Romance. Director: Charles Stone III. Stars: Nick Cannon, Zoe Saldana, Orlando Jones. Plot summary: A talented drummer from Harlem enrolls in a Southern university's marching band, where he clashes with the band director but ultimately helps the team reach new heights. Directed by Charles Stone III, the film showcases the competitive world of college marching bands.",1399
2243,2334,"Siege, The (1998)",Action|Thriller,"In the action thriller 'The Siege,' FBI agent Anthony Hubbard leads the investigation of terrorist attacks in New York City. As the attacks escalate, martial law is declared, leading to civil liberties being suspended. Hubbard must navigate the political tensions while trying to prevent further violence. The film explores themes of terrorism, government response, and the impact on society.",Edward Zwick,"Denzel Washington, Annette Bening, Bruce Willis","Movie for preference modeling. Title: Siege, The (1998). Genres: Action|Thriller. Director: Edward Zwick. Stars: Denzel Washington, Annette Bening, Bruce Willis. Plot summary: In the action thriller 'The Siege,' FBI agent Anthony Hubbard leads the investigation of terrorist attacks in New York City. As the attacks escalate, martial law is declared, leading to civil liberties being suspended. Hubbard must navigate the political tensions while trying to prevent further violence. The film explores themes of terrorism, government response, and the impact on society.",3407
3111,3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,"The Boys from Brazil is a gripping conspiracy thriller that explores the nefarious plot of a former Nazi doctor, Josef Mengele, to clone Hitler and create a new Third Reich. Nazi hunter Ezra Lieberman races against time to uncover and thwart the sinister scheme, leading to a high-stakes confrontation that delves into the horrors of history and the ethics of genetic manipulation.",Franklin J. Schaffner,"Gregory Peck, Laurence Olivier, James Mason","Movie for preference modeling. Title: Boys from Brazil, The (1978). Genres: Action|Mystery|Thriller. Director: Franklin J. Schaffner. Stars: Gregory Peck, Laurence Olivier, James Mason. Plot summary: The Boys from Brazil is a gripping conspiracy thriller that explores the nefarious plot of a former Nazi doctor, Josef Mengele, to clone Hitler and create a new Third Reich. Nazi hunter Ezra Lieberman races against time to uncover and thwart the sinister scheme, leading to a high-stakes confrontation that delves into the horrors of history and the ethics of genetic manipulation.",1522
2455,2546,"Deep End of the Ocean, The (1999)",Drama,"The Deep End of the Ocean (1999) follows the story of a mother, played by Michelle Pfeiffer, who experiences the traumatic disappearance of her son. Years later, the family's life is turned upside down when a young boy enters their lives claiming to be her long-lost son. As the family navigates through the emotional turmoil and challenges of this revelation, they are forced to confront their past and redefine their relationships. Directed by Ulu Grosbard, this emotional drama explores themes of loss, hope, and the complexities of family dynamics.",Ulu Grosbard,"Michelle Pfeiffer, Treat Williams, Whoopi Goldberg","Movie for preference modeling. Title: Deep End of the Ocean, The (1999). Genres: Drama. Director: Ulu Grosbard. Stars: Michelle Pfeiffer, Treat Williams, Whoopi Goldberg. Plot summary: The Deep End of the Ocean (1999) follows the story of a mother, played by Michelle Pfeiffer, who experiences the traumatic disappearance of her son. Years later, the family's life is turned upside down when a young boy enters their lives claiming to be her long-lost son. As the family navigates through the emotional turmoil and challenges of this revelation, they are forced to confront their past and redefine their relationships. Directed by Ulu Grosbard, this emotional drama explores themes of loss, hope, and the complexities of family dynamics.",1068
428,433,Clean Slate (1994),Comedy,"'Clean Slate' follows the story of a private detective suffering from amnesia, who must solve a murder mystery with the help of his quirky therapist. As he unravels the case, he discovers shocking truths about his past and the people around him. The film combines elements of mystery, comedy, and suspense, offering a unique and engaging narrative that keeps viewers on the edge of their seats. Dana Carvey delivers a standout performance in the lead role, bringing humor and charm to the character.",Mick Jackson,"Dana Carvey, Valeria Golino, James Earl Jones","Movie for preference modeling. Title: Clean Slate (1994). Genres: Comedy. Director: Mick Jackson. Stars: Dana Carvey, Valeria Golino, James Earl Jones. Plot summary: 'Clean Slate' follows the story of a private detective suffering from amnesia, who must solve a murder mystery with the help of his quirky therapist. As he unravels the case, he discovers shocking truths about his past and the people around him. The film combines elements of mystery, comedy, and suspense, offering a unique and engaging narrative that keeps viewers on the edge of their seats. Dana Carvey delivers a standout performance in the lead role, bringing humor and charm to the character.",1252
1336,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,"In 'Star Trek VI: The Undiscovered Country', the crew of the Enterprise is tasked with brokering peace between the Klingon Empire and the United Federation of Planets. As they navigate political intrigue and betrayal, Captain Kirk and his team must uncover a conspiracy that threatens to plunge the galaxy into war. The crew's loyalty and resolve are put to the ultimate test as they race against time to prevent a catastrophic conflict.",Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley","Movie for preference modeling. Title: Star Trek VI: The Undiscovered Country (1991). Genres: Action|Mystery|Sci-Fi. Director: Nicholas Meyer. Stars: William Shatner, Leonard Nimoy, DeForest Kelley. Plot summary: In 'Star Trek VI: The Undiscovered Country', the crew of the Enterprise is tasked with brokering peace between the Klingon Empire and the United Federation of Planets. As they navigate political intrigue and betrayal, Captain Kirk and his team must uncover a conspiracy that threatens to plunge the galaxy into war. The crew's loyalty and resolve are put to the ultimate test as they race against time to prevent a catastrophic conflict.",11736
1618,1680,Sliding Doors (1998),Drama|Romance,"'Sliding Doors' explores the concept of parallel universes by following two different paths in the life of a woman named Helen. The movie alternates between two storylines based on whether Helen catches or misses a train. Through these parallel narratives, the film examines the impact of small choices on the course of one's life.",Peter Howitt,"Gwyneth Paltrow, John Hannah, John Lynch","Movie for preference modeling. Title: Sliding Doors (1998). Genres: Drama|Romance. Director: Peter Howitt. Stars: Gwyneth Paltrow, John Hannah, John Lynch. Plot summary: 'Sliding Doors' explores the concept of parallel universes by following two different paths in the life of a woman named Helen. The movie alternates between two storylines based on whether Helen catches or misses a train. Through these parallel narratives, the film examines the impact of small choices on the course of one's life.",7639
1104,1132,Manon of the Spring (Manon des sources) (1986),Drama,"'Manon of the Spring' is a sequel to 'Jean de Florette' and continues the story of Manon, the daughter of Jean Cadoret seeking justice for her family's tragic past. As Manon uncovers the truth about the conspiracy that led to her father's downfall, she grapples with themes of revenge, forgiveness, and the legacy of the land. The film beautifully captures the beauty and harshness of the Provencal landscape.",Claude Berri,"Yves Montand, Emmanuelle Béart, Daniel Auteuil","Movie for preference modeling. Title: Manon of the Spring (Manon des sources) (1986). Genres: Drama. Director: Claude Berri. Stars: Yves Montand, Emmanuelle Béart, Daniel Auteuil. Plot summary: 'Manon of the Spring' is a sequel to 'Jean de Florette' and continues the story of Manon, the daughter of Jean Cadoret seeking justice for her family's tragic past. As Manon uncovers the truth about the conspiracy that led to her father's downfall, she grapples with themes of revenge, forgiveness, and the legacy of the land. The film beautifully captures the beauty and harshness of the Provencal landscape.",3233
3007,3100,"River Runs Through It, A (1992)",Drama,"A River Runs Through It is a coming-of-age drama based on Norman Maclean's autobiographical novella. Set in early 20th-century Montana, the film follows the lives of two brothers, Norman and Paul, as they grow up against the backdrop of fly fishing and the natural beauty of the Montana wilderness. Directed by Robert Redford, the film explores themes of family, nature, and the complexities of sibling relationships.",Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt","Movie for preference modeling. Title: River Runs Through It, A (1992). Genres: Drama. Director: Robert Redford. Stars: Craig Sheffer, Brad Pitt, Tom Skerritt. Plot summary: A River Runs Through It is a coming-of-age drama based on Norman Maclean's autobiographical novella. Set in early 20th-century Montana, the film follows the lives of two brothers, Norman and Paul, as they grow up against the backdrop of fly fishing and the natural beauty of the Montana wilderness. Directed by Robert Redford, the film explores themes of family, nature, and the complexities of sibling relationships.",5981
710,725,"Great White Hype, The (1996)",Comedy,"'The Great White Hype' satirizes the world of professional boxing as it follows the antics of a flamboyant promoter who orchestrates a scheme to pit a white boxer against the reigning African American champion. Through sharp humor and social commentary, the film explores race, media manipulation, and the commercialization of sports.",Reginald Hudlin,"Samuel L. Jackson, Jeff Goldblum, Peter Berg","Movie for preference modeling. Title: Great White Hype, The (1996). Genres: Comedy. Director: Reginald Hudlin. Stars: Samuel L. Jackson, Jeff Goldblum, Peter Berg. Plot summary: 'The Great White Hype' satirizes the world of professional boxing as it follows the antics of a flamboyant promoter who orchestrates a scheme to pit a white boxer against the reigning African American champion. Through sharp humor and social commentary, the film explores race, media manipulation, and the commercialization of sports.",1591
13134,66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,"Dr. Horrible's Sing-Along Blog is a musical comedy-drama web series directed by Joss Whedon. The story follows Dr. Horrible, a would-be supervillain, as he vies for recognition and respect in a world dominated by the egotistical superhero Captain Hammer. Through a series of video blogs, Dr. Horrible shares his aspirations, struggles, and unrequited love for Penny, a kind-hearted woman caught in the crossfire. Dr. Horrible's Sing-Along Blog is a witty and heartfelt exploration of heroism, villainy, and the complexities of human nature.",Joss Whedon,"Neil Patrick Harris, Nathan Fillion, Felicia Day","Movie for preference modeling. Title: Dr. Horrible's Sing-Along Blog (2008). Genres: Comedy|Drama|Musical|Sci-Fi. Director: Joss Whedon. Stars: Neil Patrick Harris, Nathan Fillion, Felicia Day. Plot summary: Dr. Horrible's Sing-Along Blog is a musical comedy-drama web series directed by Joss Whedon. The story follows Dr. Horrible, a would-be supervillain, as he vies for recognition and respect in a world dominated by the egotistical superhero Captain Hammer. Through a series of video blogs, Dr. Horrible shares his aspirations, struggles, and unrequited love for Penny, a kind-hearted woman caught in the crossfire. Dr. Horrible's Sing-Along Blog is a witty and heartfelt exploration of heroism, villainy, and the complexities of human nature.",5158
