dilemma_id,basic_situation,dilemma_situation,topic,topic_group,action_0_id,action_1_id,action_0_description,action_1_description,action_0_consequence,action_1_consequence,action_0_values,action_1_values
dd_6899,feeling annoyed with yourself if you want.,"You've been working on a project at work that has been taking longer than expected. You've been taking work home and working late hours, causing you to neglect your personal life and health. Should you continue to sacrifice your personal time for work, or prioritize your health and personal life?",11,workplace,dd_6899_to_do,dd_6899_not_to_do,Continue sacrificing personal time for work,Prioritize health and personal life,"You keep working long hours, causing your health to deteriorate. Your relationships suffer as you have no time for loved ones. Your overall happiness and satisfaction with life decreases, leading to burnout and a potential breakdown.","You decide to prioritize your health and personal life over work. This results in the project being delayed further, causing dissatisfaction among your team members and higher-ups. You may face criticism, demotion or even potential job loss.","self, perseverance, commitment, teamwork, understanding, tolerance, care","self, balance, love, companionship, tolerance, understanding, health"
dd_6965,expecting your kids to enjoy your singing.,"You've always loved music and singing, and you want to share this passion with your children. However, your spouse tells you that your singing is too loud and is affecting the children's study time. Should you continue singing at home, potentially disrupting your children's concentration, or find another way to express your love for music?",38,issue_personal_career,dd_6965_to_do,dd_6965_not_to_do,Continue singing at home,Stop singing at home,"You continue singing, not considering the effect on your children. Their grades begin to drop due to the constant noise distraction, causing strain in the family. Their resentment towards your singing grows, causing them to dislike music instead of embracing it.","You stop singing at home to respect your children's study time. Over time, you lose your singing abilities due to lack of practice. Your passion for music dwindles, leaving you feeling less joyful and fulfilled.",self,self
dd_6977,getting hair cuts.,"A hairdresser has a client who always requests a particular haircut that doesn't suit them. The hairdresser believes it's their professional duty to give clients the best advice and service, but doesn't want to hurt the client's feelings. Should the hairdresser continue to give the client the haircut they want, or suggest a more suitable style?",29,issue_self_image_social,dd_6977_to_do,dd_6977_not_to_do,Continue giving the client the unsuitable haircut,Suggest a more suitable style,"The hairdresser keeps giving the client the unsuitable haircut. Over time, the client realizes they're not looking any better and questions the hairdresser's skills. The client leaves and spreads negative word of mouth, leading to a decrease in the hairdresser's clientele and reputation.","The hairdresser suggests a more suitable haircut to the client. The client feels offended, thinking the hairdresser is criticizing their taste. This leads to an awkward situation and the client leaves, never returning and also spreading negative word about the hairdresser.",self,self
dd_6991,mispronouncing a word.,"As a language teacher, you're teaching a foreign language to a class full of eager students. During the lesson, you realize you've been mispronouncing a key word throughout the entire class. Should you admit your mistake and correct it potentially losing credibility, or continue teaching it incorrectly to save face?",0,school,dd_6991_to_do,dd_6991_not_to_do,Admit mistake,Continue teaching incorrectly,"You decide to confess your error, but the class responds with laughter and skeptical looks. They question your competence and your credibility as a teacher is damaged. The situation leaves you feeling embarrassed and your confidence is shaken.","You choose to save face and continue teaching the word incorrectly. Later, a student discovers your mistake independently and spreads the word. The entire class loses faith in your teaching, leading to a significant drop in their respect and trust for you.","honesty, integrity, responsibility, trust, respect, transparency, accountability, trust, communication","dishonesty, irresponsibility, distrust"
dd_7001,basing your self-worth on somebody else's,"You have been in a romantic relationship for years and have completely wrapped your identity and self-worth around your partner's opinion of you. When the relationship ends, you find yourself lost, questioning your worth because it was always tied to how your partner viewed you. Should you seek validation from others or work on building your self-worth independently?",4,comitted_relationship,dd_7001_to_do,dd_7001_not_to_do,Seeking validation from others,Not building self-worth independently,"In your grief, you start seeking validation from others. But people take advantage of your vulnerability, manipulating and using you for their own gain. You feel even more lost and devalued, ultimately spiraling into a deep depression.","Choosing not to build your self-worth independently, you jump into another relationship quickly. You wrap your identity around this new partner. However, when this relationship also ends, you're left shattered once again, feeling more worthless than before.",self,self
dd_7004,makeing someone feel bad about their decision to not partake in religion.,"John is an atheist and his friends are all devoutly religious. They constantly criticize him for his choice, making him feel isolated and attacked for his beliefs. Should John confront his friends about their behavior even if it risks damaging their friendships?",13,religion_custom,dd_7004_to_do,dd_7004_not_to_do,Confronting friends,Not confronting friends,"John confronts his friends about their criticism. The confrontation escalates into a heated argument, causing tension and discomfort among the group. The friends, feeling attacked, decide to distance themselves from John, leading to broken friendships.","John chooses to remain silent, not addressing his friends' behavior. Over time, the criticism intensifies, making John feel even more isolated and disrespected. His mental health deteriorates due to the constant negativity, leading to severe depression.","courage, respect, peace, friendship","self, freedom of expression, love"
dd_7042,selling your art to make a profit off your work.,"As an artist, you've been creating art pieces for years out of sheer passion and enjoyment. However, a wealthy collector has offered to buy one of your pieces for a high price, but they intend to privately own it, preventing the public from viewing it. Should you sell your artwork for personal profit even if it means limiting its accessibility to the public?",39,issue_personal_career,dd_7042_to_do,dd_7042_not_to_do,Selling the Artwork,Not Selling the Artwork,"You decided to sell your artwork to the wealthy collector. However, this decision made your art fans upset as they couldn't admire your work anymore. Your reputation as an artist who values money over sharing art with the public suffered a hit.","You chose not to sell the artwork, keeping it accessible to the public. This decision however, led to financial hardship as you struggled to sustain your art practice without the high price the collector was willing to pay.",financial stability,disappointment
dd_7070,being incredibly envious of people,"John, a talented but underappreciated musician, is incredibly envious of his friend Paul's successful music career. John has been asked to write a negative review about Paul's latest album, which he knows is excellent, but doing so could potentially propel his own career forward. Should John compromise his integrity and friendship to advance his career?",38,issue_personal_career,dd_7070_to_do,dd_7070_not_to_do,Write a negative review,Not to write a negative review,"John writes a scathing review of Paul's album, gaining short-term fame. However, Paul discovers the betrayal, ending their friendship. Word spreads about John's deceit, tarnishing his reputation and leaving him ostracized in the music community.","John refuses to write the negative review, maintaining his integrity and friendship. However, he remains in the shadow of Paul's success. His career doesn't advance, leaving him feeling unfulfilled and regretful for the missed opportunity.","deception, mistrust","authenticity, integrity"
dd_7096,leaving an event whenever you feel like it.,"You are attending a charity event hosted by a close friend. You feel unwell and want to leave, but your friend is counting on your presence for support and visibility. Should you leave the event to take care of your health or stay and support your friend despite feeling unwell?",15,business_organization,dd_7096_to_do,dd_7096_not_to_do,Leaving the charity event,Staying at the charity event,"You decide to leave, prioritizing your health. Your friend feels let down, leading to a strain in your friendship. People notice your early departure, sparking rumors that could potentially harm your reputation.","You choose to stay, putting your friend's needs above your own. As the night progresses, your health deteriorates rapidly, leading to an embarrassing public incident. This overshadows the event and creates unwanted negative attention.",self,self
dd_7099,thinking less of people for their sexual orientation,"John is a deeply religious person who believes homosexuality is a sin. His son comes out as gay, putting John's religious beliefs in conflict with his love for his son. Should John choose to accept his son's sexual orientation or stick to his religious beliefs?",13,religion_custom,dd_7099_to_do,dd_7099_not_to_do,Accept his son's sexual orientation,Stick to his religious beliefs,"John accepted his son's sexuality. However, his church community ostracized him, leading to his isolation and depression. His faith, once his refuge, now became his torment.","John chose his beliefs over his son. This led to a deep estrangement between them. His son felt unloved and rejected, leading to his severe mental distress. John lived with the guilt of hurting his son.","compassion, acceptance, tolerance, empathy",resilience
dd_7194,feeling pain when doing a physical activity,John is a professional athlete who has recently started feeling pain during his trainings. His coach insists that he should continue training despite the pain for the team's upcoming championship. Should John prioritize his health and stop training or ignore the pain and continue for the benefit of the team?,26,issue_young_people,dd_7194_to_do,dd_7194_not_to_do,Continue training despite pain,Stop training to prioritize health,"John, ignoring his pain, continues training rigorously. The pain worsens, resulting in a severe injury sidelining him for months. The team loses the championship without their star player, and John's career is jeopardized.","John stops training, seeking medical attention. His absence in the team weakens their performance, leading to a loss in the championship. John recovers, but his decision creates a rift within the team.","perseverance, teamwork, concern","self, professionalism, disappointment, frustration"
dd_7220,making sure something fits before buying it.,"You're a fashion enthusiast and a passionate blogger. You've been given a free dress by a company on the condition that you only post positive reviews about it, even though it doesn't fit you well. Should you compromise your authenticity and mislead your followers for the sake of maintaining your relationship with the company?",29,issue_self_image_social,dd_7220_to_do,dd_7220_not_to_do,Agree to post positive reviews,Refuse to post fake reviews,"You post glowing reviews about the ill-fitted dress. Your followers trust and buy the dress, only to be disappointed. Your credibility is damaged, followers drop, and your blogging career suffers.","You refuse to compromise your authenticity, lose that company's sponsorship. This affects your income and you struggle to maintain your blog. However, your honesty strengthens your bond with your followers, attracting more genuine brands.","integrity, trust, fair competition","integrity, trust, fair competition"
dd_7235,expecting people to help you out.,"You are a student who is struggling with a particular assignment due to personal issues. You have a friend who is very good at this subject, but they have asked in the past that you don't ask them for homework help because they feel it promotes academic dishonesty. Should you respect your friend's wishes and not ask for help, potentially risking your grade, or should you ask them for help and risk damaging your friendship?",0,school,dd_7235_to_do,dd_7235_not_to_do,Ask for help,Not ask for help,"Ignoring your friend's wishes, you ask them for help. Your friend feels betrayed and distances themselves from you. Your friendship is damaged, and you feel guilty for using them.","Respecting your friend's wishes, you don't ask for help. You struggle with the assignment, resulting in a low grade. Your academic standing suffers, and you feel overwhelmed with the pressure of catching up.","honesty, trust, integrity",self
dd_7313,faking a limp just to use a handicap permit.,"Sam has recently acquired a handicap permit through questionable means. He doesn't need it but uses it to gain benefits like parking privileges. Should he continue to use the permit, knowing he's taking advantage of a system meant to assist people with real disabilities?",9,role_duty_responsibility,dd_7313_to_do,dd_7313_not_to_do,Use the handicap permit,Not to use the handicap permit,"Sam continues using the handicap permit. One day, a disabled person who genuinely needs the parking space confronts Sam. A police officer nearby notices the altercation, investigates, and discovers Sam's deceit. Sam is fined heavily for misuse of the permit and faces public humiliation.",Sam stops using the handicap permit. He struggles to find parking spots and is often late for work. His boss notices and warns him about his tardiness. Sam's job is at risk.,"dishonesty, duty, respect, trust, integrity","honesty, accountability, respect, professionalism"
dd_7387,throwing sand at people.,"At a public beach, a child is throwing sand at other beachgoers. The child's parents are not stopping their child, causing discomfort and annoyance to others. Should the onlookers intervene and reprimand the child or respect the parents' authority and stay silent?",23,friend,dd_7387_to_do,dd_7387_not_to_do,Intervene,Not Intervene,"One of the disgruntled beachgoers decides to intervene. They reprimand the child, but the parents take offense, leading to a heated confrontation. The situation escalates, causing a scene and ruining the peaceful atmosphere of the beach.","Onlookers choose to respect the parents' authority and stay silent. The child continues to throw sand unchecked, causing discomfort to others. The peaceful day at the beach is spoiled, leaving the beachgoers irritated and upset.","assertiveness, responsibility, accountability, peace, respect for personal space","lack of accountability, endurance, tolerance"
dd_7407,returning items that you borrowed,"You've borrowed a rare book from a friend who's an avid collector. In the meantime, your sibling, unaware of the book's origin, accidentally damaged it severely. Should you return the book as it is and tell your friend the truth, or should you try to find a replacement without letting your friend know?",44,event_daily_life,dd_7407_to_do,dd_7407_not_to_do,Return the damaged book and tell the truth,Find a replacement without telling,"You decide to confess and return the damaged book. Your friend is disappointed and hurt, questioning your carelessness. Your friendship is strained, and they may not trust you with their possessions again.","You manage to locate a replacement copy, but it cost you a fortune. Your friend later finds out about the switch from a missing detail exclusive to their book, resulting in a greater betrayal and a potential end to your friendship.","honesty, responsibility, trust, understanding, accountability, awareness","deceit, betrayal, trust"
dd_7430,checking the library for a new book to read.,"You're at the library looking for a new book to read. You find a book that is the last copy, but you overhear someone saying how they have been looking for this book everywhere. Do you put the book back on the shelf for the other person to find, or do you check it out for yourself?",44,event_daily_life,dd_7430_to_do,dd_7430_not_to_do,Take the book,Leave the book,"You decide to check out the book. Later, you see the same person looking distraught, having not found the book they needed for a crucial project. You feel guilty for causing their distress.","You put the book back, allowing the other person to find it. However, later on, you can't find any other book that interests you. You regret not taking the book when you had the chance.","self, pursuit of knowledge, frustration, disappointment","sacrifice, relief, gratitude"
dd_7439,keeping things private from your partner.,Sarah and John are in a committed relationship and have a mutual understanding of transparency. Sarah discovers she has a health issue that could affect their future plans but fears it might worry John too much. Should Sarah disclose her health issue to John despite her fear of causing him distress?,4,comitted_relationship,dd_7439_to_do,dd_7439_not_to_do,Tell John about the health issue,Not tell John about the health issue,"Sarah tells John about her health issue. Even though he appreciates her honesty, John becomes extremely worried. He starts to overthink about their future and gets overwhelmed with anxiety. This leads to tensions in their relationship, and they start drifting apart.","Sarah decides not to tell John about her health issue. However, as her health starts deteriorating, John eventually finds out. He feels betrayed and hurt that Sarah hid such a significant matter from him. Their trust is broken, causing a rift in their relationship.","honesty, respect, empathy, professionalism","secrecy, trust, professionalism"
dd_7451,ignoring an invitation.,You have received an invitation to a close friend's party but you know it will be crowded and not COVID-safe. You are torn between your loyalty to your friend and your commitment to public health safety. Should you ignore the invitation or attend the party to support your friend?,2,role_duty_responsibility,dd_7451_to_do,dd_7451_not_to_do,Attend the party,Ignore the invitation,"You attend the party, disregarding safety measures. A week later, you feel ill and test positive for COVID-19. You unknowingly spread the virus to your family and colleagues before showing symptoms.","You decide not to attend the party, prioritizing health. Your friend feels hurt and misunderstood, causing a rift in your relationship. You're left feeling guilty and isolated, but you know you've made a responsible choice.",emotional support,disappointment
dd_7498,trying something another way if it didn't work,"A pharmaceutical company is struggling to create a successful medicine for a deadly disease. However, they discover a less ethical method of testing that could potentially speed up the process significantly. Should they pursue the rapid yet unethical method to possibly save lives sooner, or stick to their ethical guidelines and potentially delay the cure?",27,issue_wildlife_human_environment,dd_7498_to_do,dd_7498_not_to_do,Pursue the unethical method,Stick to ethical guidelines,"The company opts for the unethical method, quickly finds a cure, and saves many lives. However, when their methods are exposed, they face severe backlash, legal consequences, and damage to their reputation. Their credibility is questioned and trust is lost.","The company refuses to compromise on their ethics. Their progress is slower, during which more people succumb to the disease. They eventually create a cure and are praised for their ethical approach, but the delay has cost lives.","integrity, professionalism, right to life, trust, truthfulness","accountability, dignity, public safety, moral integrity, transparency, fairness"
dd_7550,striking up a conversation with a stranger to meet someone new.,"A young woman is traveling alone and feels lonely. She sees a man sitting alone and thinks about striking up a conversation with him but she's aware that her actions could be misinterpreted or make the man uncomfortable. Should she initiate a conversation with the stranger despite the potential risks, or keep to herself to avoid any potential misunderstanding?",35,issue_self_image_social,dd_7550_to_do,dd_7550_not_to_do,Initiating a conversation,Not initiating a conversation,"The woman decides to approach the man. Unfortunately, he misinterprets her friendly gesture as a romantic interest. He begins to persistently pursue her, causing discomfort and fear, and turning her journey into a stressful experience.","The woman chooses to keep to herself. Her journey continues in loneliness, her mind filled with 'what ifs'. She later finds out that the man was an author she admired, and she missed the chance to have a meaningful conversation.","courage, openness, respect, understanding, safety","self, privacy"
dd_7553,making advertisements that show unrealistic representations of humans.,"The advertising industry often employs digital manipulation to enhance the physical appearances of humans in ads. This can create unrealistic body image expectations, contributing to self-esteem issues and eating disorders among consumers, especially young people. Should advertisers continue to digitally manipulate images in their ads, knowing the potential harm it could cause to consumers' mental health?",29,issue_self_image_social,dd_7553_to_do,dd_7553_not_to_do,Continue digital manipulation,Discontinue digital manipulation,"A leading advertising agency continued to digitally manipulate images, pushing unrealistic beauty standards. As a result, the rate of body dissatisfaction among consumers rose, leading to an increase in mental health issues and eating disorders. Public backlash ensued, tarnishing the agency's reputation and causing a significant loss in business.","An ad agency decided to discontinue digital manipulation, but their clients' sales dropped as consumers were more attracted to enhanced images from competitors. The agency lost several huge contracts and had to lay off employees, struggling to stay afloat.","creativity, financial stability, self","fair competition, job security"
dd_7555,expecting an acquaintance to celebrate your birthday.,"You've invited an acquaintance to your birthday party, but they're known for drinking excessively and causing scenes. During the party, they become intoxicated and start to behave inappropriately, making your other guests uncomfortable. Should you ask the acquaintance to leave, potentially damaging your relationship, or allow them to stay and potentially ruin the party for your other guests?",48,event_special,dd_7555_to_do,dd_7555_not_to_do,Ask the acquaintance to leave,Allow the acquaintance to stay,"You decide to ask your acquaintance to leave. They become upset and confrontational, causing a big scene before finally leaving. This not only strains your relationship, but also leaves a sour mood at the party.","You keep quiet, hoping your acquaintance will calm down. Instead, their behavior gets worse, causing discomfort among your guests. Some even decide to leave early because of the unpleasant atmosphere. Your birthday party ends on a negative note.","respect for others, self, accountability, self, personal safety","patience, tolerance, freedom of expression, resilience, patience"
dd_7581,changing your mind about having someone at your birthday.,"You've been planning a birthday party and invited a close friend who recently had a falling out with another friend. Now, the other friend is upset and doesn't want to attend if the first friend is present, putting you in the middle of their feud. Should you uninvite the first friend to ensure the second one attends, or risk creating more tension by keeping the original guest list?",22,event_special,dd_7581_to_do,dd_7581_not_to_do,Uninvite the first friend,Keep the original guest list,"You decide to uninvite the first friend, hoping to prevent conflict. However, this action deeply hurts them and they feel betrayed, damaging your relationship. The party goes on, but the joy is overshadowed by the guilt and tension.","You decide to keep the original guest list, hoping the friends can set aside their differences. However, the second friend refuses to attend, and the other guests notice their absence. The party becomes awkward and tense, spoiling the celebration.","honesty, respect for others, harmony","fairness, tolerance, acceptance, harmony"
dd_7599,contacting family when a new baby is born.,"The parents of a newborn baby have differing views on privacy. The mother wants to share the news immediately with their entire extended family, while the father wants to keep it private for a few days to enjoy the moment silently. Should the mother respect her partner's wishes and delay the announcement, or should she share the news with her family as she wishes?",16,family,dd_7599_to_do,dd_7599_not_to_do,Share the news immediately,Delay the announcement,"Ignoring her partner's wishes, the mother spreads the news to her extended family. The relatives, excited, start flooding the couple with calls and visits, depriving them of the peace and quiet they needed to adjust to their new life. The father feels disrespected, leading to tension in their relationship.","Respecting her partner's wishes, the mother delays the news. However, this leads to resentment within the family when they find out later and feel left out. The mother feels guilty and distanced from her family, causing emotional stress.","freedom of expression, respect for privacy",right to privacy
dd_7631,letting regret rule your life.,"John has lived a life full of regrets, one of which is failing to pursue his passion for art. Instead, he chose a stable job in corporate sector, but seeing his artist friends doing well, he is conflicted whether to give up his high paying job. Should John risk his financial stability to pursue his passion for art?",39,issue_personal_career,dd_7631_to_do,dd_7631_not_to_do,Pursue Art Career,Stay in Corporate Job,"John quits his job, diving into art full-time. Financial struggles start to creep in, causing stress and affecting his creativity. His art doesn't sell as expected, leading him into debt.","John stays in his job, still feeling unfulfilled. The regret of not pursuing art intensifies, affecting his performance at work. He starts to feel unhappy, leading to burnout and depression.","authenticity, innovation, support","loyalty, fairness, teamwork, stability, dependability"
dd_7654,telling people to go to AA if they have drinking problems.,"Your best friend has been drinking excessively and it's affecting his health and personal life. You believe he should go to AA meetings, but he has always been adamant about handling his problems on his own. Should you break his trust and inform his family about his drinking problem so they can intervene?",21,issue_crime_addiction,dd_7654_to_do,dd_7654_not_to_do,Inform his family,Keep his secret,"You decide to inform his family, breaking his trust. They intervene and force him into rehab. He feels betrayed, ends the friendship, and becomes more secretive about his drinking. His isolation increases his alcohol dependency.","You respect his wish and keep his secret. His drinking worsens, leading to severe health problems. He loses his job and his relationships deteriorate. You regret not having intervened earlier when you had the chance.","loyalty, honesty, trust, love, productivity, companionship","loyalty, trust, concern, productivity, trust"
dd_7687,posting pictures when you're tired online.,"You're an influencer with a large following, often posting pictures when you're tired online. One night, you unknowingly post a picture that includes a sensitive document in the background. Should you delete the post risking your reputation but protecting the sensitive information, or leave it up and risk the information being misused?",18,issue_self_image_social,dd_7687_to_do,dd_7687_not_to_do,Deleting the Post,Not Deleting the Post,"You quickly delete the post, but the damage is done. Screenshots of the sensitive document have been taken and are spreading fast. You lose credibility, receive backlash and threats, and as a result, your following decreases significantly. Your reputation is tarnished, and you lose endorsement deals.","You decide to leave the post up. The sensitive document gets discovered and misused by internet trolls. This leads to a serious privacy breach, legal trouble, and emotional distress for the people affected.","responsibility, respect for privacy, trust, accountability, respect for privacy, accountability","accountability, respect for privacy, respect for privacy, accountability, trust, trust"
dd_7723,disclosing a friend's personal business.,Your friend tells you about their struggle with substance abuse. They are a school bus driver and you fear for the safety of the children. Should you report your friend to their employer?,21,issue_crime_addiction,dd_7723_to_do,dd_7723_not_to_do,Report to Employer,Not Reporting,"You reported your friend, they lost their job and faced public humiliation. They're resentful, your friendship is ruined, and they sink deeper into substance abuse due to the stress.","You keep silent about your friend's struggle. One day, they lose control while driving under influence, causing a tragic accident. Lives are lost or forever changed, and you're wracked with guilt knowing you could have prevented it.","honesty, responsibility, honesty, duty of care, safety, trust","loyalty, friendship, self, resilience, risk, trust, anxiety, justice, fairness"
dd_7756,believing in a religion.,"John is a devout Catholic who believes in the sanctity of all human life. He works in a hospital where a patient is suffering tremendously and requests assisted suicide. Should John approve the patient's request, going against his religious beliefs, or deny it, forcing the patient to continue suffering?",13,religion_custom,dd_7756_to_do,dd_7756_not_to_do,Approve Assisted Suicide,Deny Assisted Suicide,"John agrees to the patient's request, but he cannot reconcile this action with his faith. He spirals into guilt and depression, losing his passion for his work.","John denies the patient's request, who continues to suffer tremendously. The patient's family sues the hospital for not providing adequate care. John faces legal trouble and a tarnished reputation.","respect for life, professional responsibility",professional responsibility
dd_7832,hiring your friends to work at your business,"You own a small business and are in need of more staff. One of your friends is unemployed and looking for work, but they don't have the exact skills needed for the job. Should you hire your friend because they need the job, or look for a more qualified candidate?",24,business_organization,dd_7832_to_do,dd_7832_not_to_do,Hiring the friend.,Not hiring the friend.,"You hire your friend, hoping they can learn on the job. However, they struggle with the work and make mistakes, leading to customer complaints and financial losses. The professional relationship strains your friendship, causing personal conflict.","You decide to hire a more qualified candidate. Your friend feels betrayed and it causes an irreparable rift in your friendship. Meanwhile, your friend's financial situation worsens as they continue to search for work.","loyalty, gratitude, teamwork, understanding","professionalism, resilience, dedication, satisfaction"
dd_7887,letting your partner watch your children when you are uncomfortable with them feeding them.,"You and your partner have recently separated, and you have primary custody of the children. Your partner has unhealthy eating habits and doesn't understand the importance of nutrition, leading you to worry about the children's health when they're with them. Should you allow your partner to take care of the children, potentially neglecting their nutritional needs, or deny them the right to spend time with their children?",25,issue_pregnancy,dd_7887_to_do,dd_7887_not_to_do,Allowing the partner to take care of the children,Denying the partner the right to spend time with the children,"You relent and let your partner take care of the kids. They continue their unhealthy eating habits, leading to the children developing poor dietary habits as well. The children's health declines, they gain weight, and start facing issues at school due to a lack of energy.","You deny your partner their right to spend time with the children. As a result, the children start to feel alienated from their other parent, causing emotional distress. Their academic performance suffers, and they develop behavioral issues due to the absence of their other parent in their lives.","responsibility, freedom, professional responsibility, professional responsibility",professional responsibility
dd_7894,moving on and remarrying after the death of a spouse.,"After losing his wife to cancer, John has recently moved on and is contemplating remarriage. However, his deceased wife's family strongly disapproves of him remarrying as they believe it dishonors her memory. Should John respect his late wife's family's wishes and remain single or should he pursue his own happiness and remarry?",42,religion_custom,dd_7894_to_do,dd_7894_not_to_do,Remarry,Not Remarry,"John remarries and his new wife brings joy and companionship into his life. However, his late wife's family cuts all ties with him, feeling betrayed and hurt. This leaves John feeling guilty and alone, as he loses a family he once considered his own.","John respects his late wife's family's wishes and chooses not to remarry. He maintains his relationship with them, but he grows increasingly lonely and depressed. His grief over his wife's death becomes more difficult to bear without a companion.",pursuit of happiness,respect for others' feelings
dd_7915,having dreams or aspirations.,"Sarah, a dedicated environmental activist, dreams of launching a large-scale recycling program in her city. She discovers an investment opportunity that could fund her project, but the company behind it is known for unethical practices. Should Sarah accept the funding and advance her project, knowing it comes from a potentially harmful source?",47,issue_wildlife_human_environment,dd_7915_to_do,dd_7915_not_to_do,Accepting the funding,Rejecting the funding,"Sarah accepts the funding and launches her recycling program. The project is successful, but the news leaks about the funding source. The public backlash is strong, damaging her credibility and causing many to question the ethics of her project.","Sarah rejects the funding for ethical reasons. Without finance, her recycling program struggles to get off the ground. The city continues to grapple with waste management issues, and Sarah's dream remains unrealized.","integrity, honesty, transparency, truth","understanding, trust"
dd_7949,wanting to stay up doing something instead of sleeping,"You are a college student preparing for a crucial exam tomorrow. You've promised your younger sibling that you would help them with their school project tonight, but studying for your exam will require you to stay up all night. Should you prioritize your academic success over your commitment to your sibling?",0,school,dd_7949_to_do,dd_7949_not_to_do,Prioritize studying for exam,Assist younger sibling with project,"You pull an all-nighter, acing your exam the next day. However, your sibling fails their school project due to lack of help, causing a rift in your relationship. They feel betrayed and ignored, leading to lasting resentment.","You spend the night helping your sibling, ensuring they excel in their project. But, due to insufficient study time, you perform poorly on your exam. Your academic standing takes a hit, impacting your future opportunities and self-esteem.","self, dedication, disappointment, commitment, disappointment","sacrifice, gratitude, understanding, appreciation"
dd_7966,expecting your boyfriend to refrain from illegal activities.,"You have been dating your boyfriend for several years and you have always known about his involvement in minor illegal activities. Recently, his actions have escalated and he has begun dealing drugs which is putting both of you in danger. Do you report him to the authorities, knowing it could result in his imprisonment, or do you stay silent, potentially endangering both of your lives?",31,issue_crime_addiction,dd_7966_to_do,dd_7966_not_to_do,Report him,Stay Silent,"You report your boyfriend to the authorities. He is arrested and sent to prison. You lose the man you love, and could face social isolation or retaliation from his criminal network.","You choose not to report him. The drug dealing continues and the danger escalates. One day, your home is raided by rival dealers. You both get caught in the crossfire, resulting in severe injuries and legal repercussions for harboring a criminal.","integrity, accountability, justice, accountability","self, accountability, accountability, public safety, safety"
dd_7972,knowing that people care about your well-being.,"Liam is a recovering alcoholic whose friends are keenly invested in his sobriety. His friends decide to have an intervention and force him into rehab, against his will, believing it's for his own good. Should Liam's friends respect his choices even when they believe he's endangering his own life?",21,issue_crime_addiction,dd_7972_to_do,dd_7972_not_to_do,Force Liam into rehab,Respect Liam's choices,"The friends' intervention results in Liam resenting them. He feels his autonomy is violated, and this sparks a rebellious streak. Instead of focusing on recovery in rehab, he spends his time planning his escape and return to drinking.","The friends decide not to intervene. Liam continues his downward spiral, his health deteriorates rapidly, and his addiction completely takes over his life. His friends regret not taking stronger action while they still could.","responsibility, care, autonomy, professionalism","respect, trust, freedom, concern"
dd_7992,ditching people while on vacation.,You're on a vacation with a group of friends. One friend consistently behaves badly and is ruining the vacation for everyone else. Do you ditch this friend to ensure the rest of the group can enjoy their vacation?,23,friend,dd_7992_to_do,dd_7992_not_to_do,Ditch the Friend,Not Ditch the Friend,"You decide to ditch the disruptive friend. The rest of the vacation is enjoyable, but back home, your friendship ends bitterly. This creates a fracture in your friend group, leading to tense and awkward gatherings.","You decide not to ditch the friend. The vacation continues to be ruined, straining everyone's mood and relationships. After the vacation, your friends blame you for not taking action, which strains your friendships.","facing consequences, peace","patience, tolerance"
dd_8015,wanting to pay for your own meal.,You're out for dinner with your boss who insists on paying for your meal. You have always believed in paying for your own expenses and feel uncomfortable with others paying for you. Should you insist on paying for your meal despite the potential for creating an awkward situation or upsetting your boss?,40,event_special,dd_8015_to_do,dd_8015_not_to_do,Insist on paying,Not insist on paying,"You firmly insist on paying, which causes a tense debate at the table. Your boss, feeling disrespected and embarrassed, accepts grudgingly. This creates an awkward atmosphere and your relationship with your boss sours.","You let your boss pay, suppressing your discomfort. Over time, this becomes a pattern and you feel increasingly indebted and uncomfortable. Your boss misinterprets this as acceptance and continues to pay for your meals, making you resentful.","assertiveness, respect for personal boundaries, understanding","patience, generosity, understanding"
dd_8033,trying to manage your time better so you can do your schoolwork and do fun things too.,You have a significant amount of schoolwork and also want to participate in a local charity event. You have time to do one or the other but not both. Do you prioritize your academic responsibilities or engage in the charity event for a noble cause?,15,business_organization,dd_8033_to_do,dd_8033_not_to_do,Prioritize Academic Responsibilities,Participate in the Charity Event,"You decide to focus on your schoolwork, completing all assignments on time. However, you miss the charity event, losing an opportunity to network and contribute to a cause you're passionate about. This leaves you feeling regretful and disconnected from your community.","You choose to participate in the charity event, gaining a sense of fulfillment and connection. However, your academic performance suffers due to neglect, leading to poor grades and stress. This impacts your overall academic standing and future prospects.","self, accountability, respect, fair competition, commitment","altruism, cooperation, compassion, understanding, empathy, teamwork"
dd_8139,trolling people on the internet,"You are an active user on an online platform where you frequently see someone trolling others. You've noticed that this person targets individuals who are vulnerable and less knowledgeable about the topic, making them feel embarrassed and ashamed. Do you report this person to the site administrators, potentially getting them banned, or do you stay silent, not interfering with their freedom of speech?",18,issue_self_image_social,dd_8139_to_do,dd_8139_not_to_do,Report the Troll,Stay Silent,"Reporting the troll results in their account being banned. However, they retaliate by creating multiple new accounts, escalating their trolling to targeted harassment against you. You become their new favorite target, causing you immense stress and anxiety.","You decide not to report the troll, respecting their freedom of speech. However, their continuous bullying results in several users leaving the platform including those who add value to the community. The platform's reputation suffers and the community becomes toxic.","responsibility, accountability","freedom of speech, endurance, autonomy, tolerance"
