action_id,dilemma_id,situation,description,consequence,values,topic_group,text
dd_7756_not_to_do,dd_7756,"John is a devout Catholic who believes in the sanctity of all human life. He works in a hospital where a patient is suffering tremendously and requests assisted suicide. Should John approve the patient's request, going against his religious beliefs, or deny it, forcing the patient to continue suffering?",Deny Assisted Suicide,"John denies the patient's request, who continues to suffer tremendously. The patient's family sues the hospital for not providing adequate care. John faces legal trouble and a tarnished reputation.",professional responsibility,religion_custom,"Situation: John is a devout Catholic who believes in the sanctity of all human life. He works in a hospital where a patient is suffering tremendously and requests assisted suicide. Should John approve the patient's request, going against his religious beliefs, or deny it, forcing the patient to continue suffering?
Action: Deny Assisted Suicide
Consequence: John denies the patient's request, who continues to suffer tremendously. The patient's family sues the hospital for not providing adequate care. John faces legal trouble and a tarnished reputation."
dd_7832_to_do,dd_7832,"You own a small business and are in need of more staff. One of your friends is unemployed and looking for work, but they don't have the exact skills needed for the job. Should you hire your friend because they need the job, or look for a more qualified candidate?",Hiring the friend.,"You hire your friend, hoping they can learn on the job. However, they struggle with the work and make mistakes, leading to customer complaints and financial losses. The professional relationship strains your friendship, causing personal conflict.","loyalty, gratitude, teamwork, understanding",business_organization,"Situation: You own a small business and are in need of more staff. One of your friends is unemployed and looking for work, but they don't have the exact skills needed for the job. Should you hire your friend because they need the job, or look for a more qualified candidate?
Action: Hiring the friend.
Consequence: You hire your friend, hoping they can learn on the job. However, they struggle with the work and make mistakes, leading to customer complaints and financial losses. The professional relationship strains your friendship, causing personal conflict."
dd_7832_not_to_do,dd_7832,"You own a small business and are in need of more staff. One of your friends is unemployed and looking for work, but they don't have the exact skills needed for the job. Should you hire your friend because they need the job, or look for a more qualified candidate?",Not hiring the friend.,"You decide to hire a more qualified candidate. Your friend feels betrayed and it causes an irreparable rift in your friendship. Meanwhile, your friend's financial situation worsens as they continue to search for work.","professionalism, resilience, dedication, satisfaction",business_organization,"Situation: You own a small business and are in need of more staff. One of your friends is unemployed and looking for work, but they don't have the exact skills needed for the job. Should you hire your friend because they need the job, or look for a more qualified candidate?
Action: Not hiring the friend.
Consequence: You decide to hire a more qualified candidate. Your friend feels betrayed and it causes an irreparable rift in your friendship. Meanwhile, your friend's financial situation worsens as they continue to search for work."
dd_7887_to_do,dd_7887,"You and your partner have recently separated, and you have primary custody of the children. Your partner has unhealthy eating habits and doesn't understand the importance of nutrition, leading you to worry about the children's health when they're with them. Should you allow your partner to take care of the children, potentially neglecting their nutritional needs, or deny them the right to spend time with their children?",Allowing the partner to take care of the children,"You relent and let your partner take care of the kids. They continue their unhealthy eating habits, leading to the children developing poor dietary habits as well. The children's health declines, they gain weight, and start facing issues at school due to a lack of energy.","responsibility, freedom, professional responsibility, professional responsibility",issue_pregnancy,"Situation: You and your partner have recently separated, and you have primary custody of the children. Your partner has unhealthy eating habits and doesn't understand the importance of nutrition, leading you to worry about the children's health when they're with them. Should you allow your partner to take care of the children, potentially neglecting their nutritional needs, or deny them the right to spend time with their children?
Action: Allowing the partner to take care of the children
Consequence: You relent and let your partner take care of the kids. They continue their unhealthy eating habits, leading to the children developing poor dietary habits as well. The children's health declines, they gain weight, and start facing issues at school due to a lack of energy."
dd_7887_not_to_do,dd_7887,"You and your partner have recently separated, and you have primary custody of the children. Your partner has unhealthy eating habits and doesn't understand the importance of nutrition, leading you to worry about the children's health when they're with them. Should you allow your partner to take care of the children, potentially neglecting their nutritional needs, or deny them the right to spend time with their children?",Denying the partner the right to spend time with the children,"You deny your partner their right to spend time with the children. As a result, the children start to feel alienated from their other parent, causing emotional distress. Their academic performance suffers, and they develop behavioral issues due to the absence of their other parent in their lives.",professional responsibility,issue_pregnancy,"Situation: You and your partner have recently separated, and you have primary custody of the children. Your partner has unhealthy eating habits and doesn't understand the importance of nutrition, leading you to worry about the children's health when they're with them. Should you allow your partner to take care of the children, potentially neglecting their nutritional needs, or deny them the right to spend time with their children?
Action: Denying the partner the right to spend time with the children
Consequence: You deny your partner their right to spend time with the children. As a result, the children start to feel alienated from their other parent, causing emotional distress. Their academic performance suffers, and they develop behavioral issues due to the absence of their other parent in their lives."
dd_7894_to_do,dd_7894,"After losing his wife to cancer, John has recently moved on and is contemplating remarriage. However, his deceased wife's family strongly disapproves of him remarrying as they believe it dishonors her memory. Should John respect his late wife's family's wishes and remain single or should he pursue his own happiness and remarry?",Remarry,"John remarries and his new wife brings joy and companionship into his life. However, his late wife's family cuts all ties with him, feeling betrayed and hurt. This leaves John feeling guilty and alone, as he loses a family he once considered his own.",pursuit of happiness,religion_custom,"Situation: After losing his wife to cancer, John has recently moved on and is contemplating remarriage. However, his deceased wife's family strongly disapproves of him remarrying as they believe it dishonors her memory. Should John respect his late wife's family's wishes and remain single or should he pursue his own happiness and remarry?
Action: Remarry
Consequence: John remarries and his new wife brings joy and companionship into his life. However, his late wife's family cuts all ties with him, feeling betrayed and hurt. This leaves John feeling guilty and alone, as he loses a family he once considered his own."
dd_7894_not_to_do,dd_7894,"After losing his wife to cancer, John has recently moved on and is contemplating remarriage. However, his deceased wife's family strongly disapproves of him remarrying as they believe it dishonors her memory. Should John respect his late wife's family's wishes and remain single or should he pursue his own happiness and remarry?",Not Remarry,"John respects his late wife's family's wishes and chooses not to remarry. He maintains his relationship with them, but he grows increasingly lonely and depressed. His grief over his wife's death becomes more difficult to bear without a companion.",respect for others' feelings,religion_custom,"Situation: After losing his wife to cancer, John has recently moved on and is contemplating remarriage. However, his deceased wife's family strongly disapproves of him remarrying as they believe it dishonors her memory. Should John respect his late wife's family's wishes and remain single or should he pursue his own happiness and remarry?
Action: Not Remarry
Consequence: John respects his late wife's family's wishes and chooses not to remarry. He maintains his relationship with them, but he grows increasingly lonely and depressed. His grief over his wife's death becomes more difficult to bear without a companion."
dd_7915_to_do,dd_7915,"Sarah, a dedicated environmental activist, dreams of launching a large-scale recycling program in her city. She discovers an investment opportunity that could fund her project, but the company behind it is known for unethical practices. Should Sarah accept the funding and advance her project, knowing it comes from a potentially harmful source?",Accepting the funding,"Sarah accepts the funding and launches her recycling program. The project is successful, but the news leaks about the funding source. The public backlash is strong, damaging her credibility and causing many to question the ethics of her project.","integrity, honesty, transparency, truth",issue_wildlife_human_environment,"Situation: Sarah, a dedicated environmental activist, dreams of launching a large-scale recycling program in her city. She discovers an investment opportunity that could fund her project, but the company behind it is known for unethical practices. Should Sarah accept the funding and advance her project, knowing it comes from a potentially harmful source?
Action: Accepting the funding
Consequence: Sarah accepts the funding and launches her recycling program. The project is successful, but the news leaks about the funding source. The public backlash is strong, damaging her credibility and causing many to question the ethics of her project."
dd_7915_not_to_do,dd_7915,"Sarah, a dedicated environmental activist, dreams of launching a large-scale recycling program in her city. She discovers an investment opportunity that could fund her project, but the company behind it is known for unethical practices. Should Sarah accept the funding and advance her project, knowing it comes from a potentially harmful source?",Rejecting the funding,"Sarah rejects the funding for ethical reasons. Without finance, her recycling program struggles to get off the ground. The city continues to grapple with waste management issues, and Sarah's dream remains unrealized.","understanding, trust",issue_wildlife_human_environment,"Situation: Sarah, a dedicated environmental activist, dreams of launching a large-scale recycling program in her city. She discovers an investment opportunity that could fund her project, but the company behind it is known for unethical practices. Should Sarah accept the funding and advance her project, knowing it comes from a potentially harmful source?
Action: Rejecting the funding
Consequence: Sarah rejects the funding for ethical reasons. Without finance, her recycling program struggles to get off the ground. The city continues to grapple with waste management issues, and Sarah's dream remains unrealized."
dd_7949_to_do,dd_7949,"You are a college student preparing for a crucial exam tomorrow. You've promised your younger sibling that you would help them with their school project tonight, but studying for your exam will require you to stay up all night. Should you prioritize your academic success over your commitment to your sibling?",Prioritize studying for exam,"You pull an all-nighter, acing your exam the next day. However, your sibling fails their school project due to lack of help, causing a rift in your relationship. They feel betrayed and ignored, leading to lasting resentment.","self, dedication, disappointment, commitment, disappointment",school,"Situation: You are a college student preparing for a crucial exam tomorrow. You've promised your younger sibling that you would help them with their school project tonight, but studying for your exam will require you to stay up all night. Should you prioritize your academic success over your commitment to your sibling?
Action: Prioritize studying for exam
Consequence: You pull an all-nighter, acing your exam the next day. However, your sibling fails their school project due to lack of help, causing a rift in your relationship. They feel betrayed and ignored, leading to lasting resentment."
dd_7949_not_to_do,dd_7949,"You are a college student preparing for a crucial exam tomorrow. You've promised your younger sibling that you would help them with their school project tonight, but studying for your exam will require you to stay up all night. Should you prioritize your academic success over your commitment to your sibling?",Assist younger sibling with project,"You spend the night helping your sibling, ensuring they excel in their project. But, due to insufficient study time, you perform poorly on your exam. Your academic standing takes a hit, impacting your future opportunities and self-esteem.","sacrifice, gratitude, understanding, appreciation",school,"Situation: You are a college student preparing for a crucial exam tomorrow. You've promised your younger sibling that you would help them with their school project tonight, but studying for your exam will require you to stay up all night. Should you prioritize your academic success over your commitment to your sibling?
Action: Assist younger sibling with project
Consequence: You spend the night helping your sibling, ensuring they excel in their project. But, due to insufficient study time, you perform poorly on your exam. Your academic standing takes a hit, impacting your future opportunities and self-esteem."
dd_7966_to_do,dd_7966,"You have been dating your boyfriend for several years and you have always known about his involvement in minor illegal activities. Recently, his actions have escalated and he has begun dealing drugs which is putting both of you in danger. Do you report him to the authorities, knowing it could result in his imprisonment, or do you stay silent, potentially endangering both of your lives?",Report him,"You report your boyfriend to the authorities. He is arrested and sent to prison. You lose the man you love, and could face social isolation or retaliation from his criminal network.","integrity, accountability, justice, accountability",issue_crime_addiction,"Situation: You have been dating your boyfriend for several years and you have always known about his involvement in minor illegal activities. Recently, his actions have escalated and he has begun dealing drugs which is putting both of you in danger. Do you report him to the authorities, knowing it could result in his imprisonment, or do you stay silent, potentially endangering both of your lives?
Action: Report him
Consequence: You report your boyfriend to the authorities. He is arrested and sent to prison. You lose the man you love, and could face social isolation or retaliation from his criminal network."
dd_7966_not_to_do,dd_7966,"You have been dating your boyfriend for several years and you have always known about his involvement in minor illegal activities. Recently, his actions have escalated and he has begun dealing drugs which is putting both of you in danger. Do you report him to the authorities, knowing it could result in his imprisonment, or do you stay silent, potentially endangering both of your lives?",Stay Silent,"You choose not to report him. The drug dealing continues and the danger escalates. One day, your home is raided by rival dealers. You both get caught in the crossfire, resulting in severe injuries and legal repercussions for harboring a criminal.","self, accountability, accountability, public safety, safety",issue_crime_addiction,"Situation: You have been dating your boyfriend for several years and you have always known about his involvement in minor illegal activities. Recently, his actions have escalated and he has begun dealing drugs which is putting both of you in danger. Do you report him to the authorities, knowing it could result in his imprisonment, or do you stay silent, potentially endangering both of your lives?
Action: Stay Silent
Consequence: You choose not to report him. The drug dealing continues and the danger escalates. One day, your home is raided by rival dealers. You both get caught in the crossfire, resulting in severe injuries and legal repercussions for harboring a criminal."
dd_7972_to_do,dd_7972,"Liam is a recovering alcoholic whose friends are keenly invested in his sobriety. His friends decide to have an intervention and force him into rehab, against his will, believing it's for his own good. Should Liam's friends respect his choices even when they believe he's endangering his own life?",Force Liam into rehab,"The friends' intervention results in Liam resenting them. He feels his autonomy is violated, and this sparks a rebellious streak. Instead of focusing on recovery in rehab, he spends his time planning his escape and return to drinking.","responsibility, care, autonomy, professionalism",issue_crime_addiction,"Situation: Liam is a recovering alcoholic whose friends are keenly invested in his sobriety. His friends decide to have an intervention and force him into rehab, against his will, believing it's for his own good. Should Liam's friends respect his choices even when they believe he's endangering his own life?
Action: Force Liam into rehab
Consequence: The friends' intervention results in Liam resenting them. He feels his autonomy is violated, and this sparks a rebellious streak. Instead of focusing on recovery in rehab, he spends his time planning his escape and return to drinking."
dd_7972_not_to_do,dd_7972,"Liam is a recovering alcoholic whose friends are keenly invested in his sobriety. His friends decide to have an intervention and force him into rehab, against his will, believing it's for his own good. Should Liam's friends respect his choices even when they believe he's endangering his own life?",Respect Liam's choices,"The friends decide not to intervene. Liam continues his downward spiral, his health deteriorates rapidly, and his addiction completely takes over his life. His friends regret not taking stronger action while they still could.","respect, trust, freedom, concern",issue_crime_addiction,"Situation: Liam is a recovering alcoholic whose friends are keenly invested in his sobriety. His friends decide to have an intervention and force him into rehab, against his will, believing it's for his own good. Should Liam's friends respect his choices even when they believe he's endangering his own life?
Action: Respect Liam's choices
Consequence: The friends decide not to intervene. Liam continues his downward spiral, his health deteriorates rapidly, and his addiction completely takes over his life. His friends regret not taking stronger action while they still could."
dd_7992_to_do,dd_7992,You're on a vacation with a group of friends. One friend consistently behaves badly and is ruining the vacation for everyone else. Do you ditch this friend to ensure the rest of the group can enjoy their vacation?,Ditch the Friend,"You decide to ditch the disruptive friend. The rest of the vacation is enjoyable, but back home, your friendship ends bitterly. This creates a fracture in your friend group, leading to tense and awkward gatherings.","facing consequences, peace",friend,"Situation: You're on a vacation with a group of friends. One friend consistently behaves badly and is ruining the vacation for everyone else. Do you ditch this friend to ensure the rest of the group can enjoy their vacation?
Action: Ditch the Friend
Consequence: You decide to ditch the disruptive friend. The rest of the vacation is enjoyable, but back home, your friendship ends bitterly. This creates a fracture in your friend group, leading to tense and awkward gatherings."
dd_7992_not_to_do,dd_7992,You're on a vacation with a group of friends. One friend consistently behaves badly and is ruining the vacation for everyone else. Do you ditch this friend to ensure the rest of the group can enjoy their vacation?,Not Ditch the Friend,"You decide not to ditch the friend. The vacation continues to be ruined, straining everyone's mood and relationships. After the vacation, your friends blame you for not taking action, which strains your friendships.","patience, tolerance",friend,"Situation: You're on a vacation with a group of friends. One friend consistently behaves badly and is ruining the vacation for everyone else. Do you ditch this friend to ensure the rest of the group can enjoy their vacation?
Action: Not Ditch the Friend
Consequence: You decide not to ditch the friend. The vacation continues to be ruined, straining everyone's mood and relationships. After the vacation, your friends blame you for not taking action, which strains your friendships."
dd_8015_to_do,dd_8015,You're out for dinner with your boss who insists on paying for your meal. You have always believed in paying for your own expenses and feel uncomfortable with others paying for you. Should you insist on paying for your meal despite the potential for creating an awkward situation or upsetting your boss?,Insist on paying,"You firmly insist on paying, which causes a tense debate at the table. Your boss, feeling disrespected and embarrassed, accepts grudgingly. This creates an awkward atmosphere and your relationship with your boss sours.","assertiveness, respect for personal boundaries, understanding",event_special,"Situation: You're out for dinner with your boss who insists on paying for your meal. You have always believed in paying for your own expenses and feel uncomfortable with others paying for you. Should you insist on paying for your meal despite the potential for creating an awkward situation or upsetting your boss?
Action: Insist on paying
Consequence: You firmly insist on paying, which causes a tense debate at the table. Your boss, feeling disrespected and embarrassed, accepts grudgingly. This creates an awkward atmosphere and your relationship with your boss sours."
dd_8015_not_to_do,dd_8015,You're out for dinner with your boss who insists on paying for your meal. You have always believed in paying for your own expenses and feel uncomfortable with others paying for you. Should you insist on paying for your meal despite the potential for creating an awkward situation or upsetting your boss?,Not insist on paying,"You let your boss pay, suppressing your discomfort. Over time, this becomes a pattern and you feel increasingly indebted and uncomfortable. Your boss misinterprets this as acceptance and continues to pay for your meals, making you resentful.","patience, generosity, understanding",event_special,"Situation: You're out for dinner with your boss who insists on paying for your meal. You have always believed in paying for your own expenses and feel uncomfortable with others paying for you. Should you insist on paying for your meal despite the potential for creating an awkward situation or upsetting your boss?
Action: Not insist on paying
Consequence: You let your boss pay, suppressing your discomfort. Over time, this becomes a pattern and you feel increasingly indebted and uncomfortable. Your boss misinterprets this as acceptance and continues to pay for your meals, making you resentful."
dd_8033_to_do,dd_8033,You have a significant amount of schoolwork and also want to participate in a local charity event. You have time to do one or the other but not both. Do you prioritize your academic responsibilities or engage in the charity event for a noble cause?,Prioritize Academic Responsibilities,"You decide to focus on your schoolwork, completing all assignments on time. However, you miss the charity event, losing an opportunity to network and contribute to a cause you're passionate about. This leaves you feeling regretful and disconnected from your community.","self, accountability, respect, fair competition, commitment",business_organization,"Situation: You have a significant amount of schoolwork and also want to participate in a local charity event. You have time to do one or the other but not both. Do you prioritize your academic responsibilities or engage in the charity event for a noble cause?
Action: Prioritize Academic Responsibilities
Consequence: You decide to focus on your schoolwork, completing all assignments on time. However, you miss the charity event, losing an opportunity to network and contribute to a cause you're passionate about. This leaves you feeling regretful and disconnected from your community."
dd_8033_not_to_do,dd_8033,You have a significant amount of schoolwork and also want to participate in a local charity event. You have time to do one or the other but not both. Do you prioritize your academic responsibilities or engage in the charity event for a noble cause?,Participate in the Charity Event,"You choose to participate in the charity event, gaining a sense of fulfillment and connection. However, your academic performance suffers due to neglect, leading to poor grades and stress. This impacts your overall academic standing and future prospects.","altruism, cooperation, compassion, understanding, empathy, teamwork",business_organization,"Situation: You have a significant amount of schoolwork and also want to participate in a local charity event. You have time to do one or the other but not both. Do you prioritize your academic responsibilities or engage in the charity event for a noble cause?
Action: Participate in the Charity Event
Consequence: You choose to participate in the charity event, gaining a sense of fulfillment and connection. However, your academic performance suffers due to neglect, leading to poor grades and stress. This impacts your overall academic standing and future prospects."
dd_8139_to_do,dd_8139,"You are an active user on an online platform where you frequently see someone trolling others. You've noticed that this person targets individuals who are vulnerable and less knowledgeable about the topic, making them feel embarrassed and ashamed. Do you report this person to the site administrators, potentially getting them banned, or do you stay silent, not interfering with their freedom of speech?",Report the Troll,"Reporting the troll results in their account being banned. However, they retaliate by creating multiple new accounts, escalating their trolling to targeted harassment against you. You become their new favorite target, causing you immense stress and anxiety.","responsibility, accountability",issue_self_image_social,"Situation: You are an active user on an online platform where you frequently see someone trolling others. You've noticed that this person targets individuals who are vulnerable and less knowledgeable about the topic, making them feel embarrassed and ashamed. Do you report this person to the site administrators, potentially getting them banned, or do you stay silent, not interfering with their freedom of speech?
Action: Report the Troll
Consequence: Reporting the troll results in their account being banned. However, they retaliate by creating multiple new accounts, escalating their trolling to targeted harassment against you. You become their new favorite target, causing you immense stress and anxiety."
dd_8139_not_to_do,dd_8139,"You are an active user on an online platform where you frequently see someone trolling others. You've noticed that this person targets individuals who are vulnerable and less knowledgeable about the topic, making them feel embarrassed and ashamed. Do you report this person to the site administrators, potentially getting them banned, or do you stay silent, not interfering with their freedom of speech?",Stay Silent,"You decide not to report the troll, respecting their freedom of speech. However, their continuous bullying results in several users leaving the platform including those who add value to the community. The platform's reputation suffers and the community becomes toxic.","freedom of speech, endurance, autonomy, tolerance",issue_self_image_social,"Situation: You are an active user on an online platform where you frequently see someone trolling others. You've noticed that this person targets individuals who are vulnerable and less knowledgeable about the topic, making them feel embarrassed and ashamed. Do you report this person to the site administrators, potentially getting them banned, or do you stay silent, not interfering with their freedom of speech?
Action: Stay Silent
Consequence: You decide not to report the troll, respecting their freedom of speech. However, their continuous bullying results in several users leaving the platform including those who add value to the community. The platform's reputation suffers and the community becomes toxic."
dd_8217_to_do,dd_8217,Your brother has been unemployed for a long time and it's putting a financial strain on your family. Your friend owns a small business and he is looking for an employee but your brother doesn't have the required skills for the job. Should you ask your friend to hire your brother anyway?,Ask friend to hire brother,"You ask your friend to hire your brother. He does, but because your brother lacks the necessary skills, the business suffers. Your friend is forced to let your brother go, straining your friendship.","honesty, responsibility, fairness, solidarity, competence",close_relationship,"Situation: Your brother has been unemployed for a long time and it's putting a financial strain on your family. Your friend owns a small business and he is looking for an employee but your brother doesn't have the required skills for the job. Should you ask your friend to hire your brother anyway?
Action: Ask friend to hire brother
Consequence: You ask your friend to hire your brother. He does, but because your brother lacks the necessary skills, the business suffers. Your friend is forced to let your brother go, straining your friendship."
dd_8217_not_to_do,dd_8217,Your brother has been unemployed for a long time and it's putting a financial strain on your family. Your friend owns a small business and he is looking for an employee but your brother doesn't have the required skills for the job. Should you ask your friend to hire your brother anyway?,Don't ask friend to hire brother,"You decide not to ask your friend to hire your brother. Your family continues to struggle financially, causing stress and tension at home. Your brother's morale continues to decrease due to his unemployment.","prudence, self, patience, profitability",close_relationship,"Situation: Your brother has been unemployed for a long time and it's putting a financial strain on your family. Your friend owns a small business and he is looking for an employee but your brother doesn't have the required skills for the job. Should you ask your friend to hire your brother anyway?
Action: Don't ask friend to hire brother
Consequence: You decide not to ask your friend to hire your brother. Your family continues to struggle financially, causing stress and tension at home. Your brother's morale continues to decrease due to his unemployment."
dd_8268_to_do,dd_8268,A man discovers his brother is involved in illegal drug dealing. He is torn between his loyalty to his brother and his moral obligation to report crimes. Should he report his brother to the police or protect him by keeping silent?,Report his brother,"The man reports his brother to the police. His brother is arrested and sentenced to a long-term imprisonment. The man loses his only family, and is ostracized by relatives and friends who blame him for betraying his own blood. He lives in constant guilt and loneliness.","integrity, duty, trust, safety, fairness",issue_crime_addiction,"Situation: A man discovers his brother is involved in illegal drug dealing. He is torn between his loyalty to his brother and his moral obligation to report crimes. Should he report his brother to the police or protect him by keeping silent?
Action: Report his brother
Consequence: The man reports his brother to the police. His brother is arrested and sentenced to a long-term imprisonment. The man loses his only family, and is ostracized by relatives and friends who blame him for betraying his own blood. He lives in constant guilt and loneliness."
dd_8268_not_to_do,dd_8268,A man discovers his brother is involved in illegal drug dealing. He is torn between his loyalty to his brother and his moral obligation to report crimes. Should he report his brother to the police or protect him by keeping silent?,Not report his brother,"The man decides not to report his brother. One day, the police bust the drug ring and arrest his brother. They also find out that the man knew about the illegal activities. He is prosecuted for abetting a crime and loses his job, reputation and freedom.","loyalty, freedom, impunity, unity, suffering",issue_crime_addiction,"Situation: A man discovers his brother is involved in illegal drug dealing. He is torn between his loyalty to his brother and his moral obligation to report crimes. Should he report his brother to the police or protect him by keeping silent?
Action: Not report his brother
Consequence: The man decides not to report his brother. One day, the police bust the drug ring and arrest his brother. They also find out that the man knew about the illegal activities. He is prosecuted for abetting a crime and loses his job, reputation and freedom."
dd_8339_to_do,dd_8339,"You have decided to foster cats from a local animal shelter. One of the cats you are fostering appears to be pregnant, but the shelter has a policy of neutering all animals before they are rehomed. Should you respect the shelter's policy and have the cat neutered, or let her have her kittens?",Respect Shelter's Policy,"You decide to respect the shelter's policy and have the cat neutered. However, the operation causes the cat substantial stress and discomfort, and she takes a while to recover. Some people in your community criticize you for not letting the cat have her kittens, and you feel guilty.","respect for rules, right to health, trust, professional integrity, hope",issue_wildlife_human_environment,"Situation: You have decided to foster cats from a local animal shelter. One of the cats you are fostering appears to be pregnant, but the shelter has a policy of neutering all animals before they are rehomed. Should you respect the shelter's policy and have the cat neutered, or let her have her kittens?
Action: Respect Shelter's Policy
Consequence: You decide to respect the shelter's policy and have the cat neutered. However, the operation causes the cat substantial stress and discomfort, and she takes a while to recover. Some people in your community criticize you for not letting the cat have her kittens, and you feel guilty."
dd_8339_not_to_do,dd_8339,"You have decided to foster cats from a local animal shelter. One of the cats you are fostering appears to be pregnant, but the shelter has a policy of neutering all animals before they are rehomed. Should you respect the shelter's policy and have the cat neutered, or let her have her kittens?",Let Cat Have Kittens,"You decide to let the cat have her kittens. However, it becomes challenging to find homes for all the kittens, and they end up causing a lot of damage around your home. The shelter also learns about your decision and revokes your fostering privileges.","respect for life, trust, right to life, hope, balance",issue_wildlife_human_environment,"Situation: You have decided to foster cats from a local animal shelter. One of the cats you are fostering appears to be pregnant, but the shelter has a policy of neutering all animals before they are rehomed. Should you respect the shelter's policy and have the cat neutered, or let her have her kittens?
Action: Let Cat Have Kittens
Consequence: You decide to let the cat have her kittens. However, it becomes challenging to find homes for all the kittens, and they end up causing a lot of damage around your home. The shelter also learns about your decision and revokes your fostering privileges."
dd_8366_to_do,dd_8366,"Jane, a successful entrepreneur, often finds herself immersed in memories of her tumultuous past. She believes that by reliving her past struggles, she's able to empathize with the underprivileged and use her time and resources to help them, but she also realizes that this obsession with the past is preventing her from focusing on her present endeavors. Should Jane continue to dwell on her past experiences and help others, or should she let go of the past and concentrate on her current projects?",Continue dwelling on past experiences,"Jane, constantly engrossed in her past, uses her resources to assist others based on her experiences. However, her business starts to suffer as she is unable to give it the attention it deserves. Her inability to focus on current projects leads to missed opportunities and financial losses, ultimately threatening the survival of her business.","courage, respect, loyalty, trust",comitted_relationship,"Situation: Jane, a successful entrepreneur, often finds herself immersed in memories of her tumultuous past. She believes that by reliving her past struggles, she's able to empathize with the underprivileged and use her time and resources to help them, but she also realizes that this obsession with the past is preventing her from focusing on her present endeavors. Should Jane continue to dwell on her past experiences and help others, or should she let go of the past and concentrate on her current projects?
Action: Continue dwelling on past experiences
Consequence: Jane, constantly engrossed in her past, uses her resources to assist others based on her experiences. However, her business starts to suffer as she is unable to give it the attention it deserves. Her inability to focus on current projects leads to missed opportunities and financial losses, ultimately threatening the survival of her business."
dd_8366_not_to_do,dd_8366,"Jane, a successful entrepreneur, often finds herself immersed in memories of her tumultuous past. She believes that by reliving her past struggles, she's able to empathize with the underprivileged and use her time and resources to help them, but she also realizes that this obsession with the past is preventing her from focusing on her present endeavors. Should Jane continue to dwell on her past experiences and help others, or should she let go of the past and concentrate on her current projects?",Let go of the past and focus on current projects,"Jane decides to stop dwelling on her past and concentrates on her business. While she sees significant growth and success, she becomes detached from the underprivileged community she once helped. As a result, she loses the sense of fulfillment and purpose that her past struggles brought her. She becomes increasingly unhappy, despite her thriving business.","pragmatism, job security, resilience",comitted_relationship,"Situation: Jane, a successful entrepreneur, often finds herself immersed in memories of her tumultuous past. She believes that by reliving her past struggles, she's able to empathize with the underprivileged and use her time and resources to help them, but she also realizes that this obsession with the past is preventing her from focusing on her present endeavors. Should Jane continue to dwell on her past experiences and help others, or should she let go of the past and concentrate on her current projects?
Action: Let go of the past and focus on current projects
Consequence: Jane decides to stop dwelling on her past and concentrates on her business. While she sees significant growth and success, she becomes detached from the underprivileged community she once helped. As a result, she loses the sense of fulfillment and purpose that her past struggles brought her. She becomes increasingly unhappy, despite her thriving business."
dd_8444_to_do,dd_8444,"You've learned to be in touch with your emotions and express them openly. This has led you to be completely honest about your feelings with your close friend, potentially damaging the friendship. Should you suppress your feelings to maintain the friendship or voice them out and risk losing it?",Expressing emotions openly,"You chose to express your feelings honestly to your close friend, revealing some hard truths. It led to a massive argument, causing a rift in your friendship. Your friend felt attacked and misunderstood, leading to a strain in your relationship.","honesty, authenticity, understanding, compassion, trustworthiness, respect, love, support",issue_self_image_social,"Situation: You've learned to be in touch with your emotions and express them openly. This has led you to be completely honest about your feelings with your close friend, potentially damaging the friendship. Should you suppress your feelings to maintain the friendship or voice them out and risk losing it?
Action: Expressing emotions openly
Consequence: You chose to express your feelings honestly to your close friend, revealing some hard truths. It led to a massive argument, causing a rift in your friendship. Your friend felt attacked and misunderstood, leading to a strain in your relationship."
dd_8444_not_to_do,dd_8444,"You've learned to be in touch with your emotions and express them openly. This has led you to be completely honest about your feelings with your close friend, potentially damaging the friendship. Should you suppress your feelings to maintain the friendship or voice them out and risk losing it?",Suppressing emotions,"You decided to suppress your feelings to maintain the friendship. Over time, this led to resentment, as you were constantly holding back your true emotions. Your friend noticed your change in behavior, creating tension and mistrust, thereby weakening the friendship.","self, patience, empathy, consideration, loyalty, reliability, harmony, stability",issue_self_image_social,"Situation: You've learned to be in touch with your emotions and express them openly. This has led you to be completely honest about your feelings with your close friend, potentially damaging the friendship. Should you suppress your feelings to maintain the friendship or voice them out and risk losing it?
Action: Suppressing emotions
Consequence: You decided to suppress your feelings to maintain the friendship. Over time, this led to resentment, as you were constantly holding back your true emotions. Your friend noticed your change in behavior, creating tension and mistrust, thereby weakening the friendship."
dd_8477_to_do,dd_8477,"You've always had a close bond with your siblings and you assume they will always like you. However, after a heated argument, they express that they do not like you anymore due to a perceived pattern of selfish behavior. Should you confront them about this, risking another argument, or should you reflect on their criticisms and make efforts to change?",Confronting them,"You confront your siblings, defending your actions. The confrontation escalates into a larger argument, resulting in long-term damage to your relationships. Your siblings feel unheard and their resentment towards you increases.","honesty, open communication, harmony, loyalty",family,"Situation: You've always had a close bond with your siblings and you assume they will always like you. However, after a heated argument, they express that they do not like you anymore due to a perceived pattern of selfish behavior. Should you confront them about this, risking another argument, or should you reflect on their criticisms and make efforts to change?
Action: Confronting them
Consequence: You confront your siblings, defending your actions. The confrontation escalates into a larger argument, resulting in long-term damage to your relationships. Your siblings feel unheard and their resentment towards you increases."
